GeneStart	GeneEnd	Chromosome	HGNCsymbol
217724181 217724787 2 TNP1
12837971 12913415 3 CAND2
64085560 64089283 11 PRDX5
40701232 40707231 17 HSD17B1
41303393 41318625 6 NCR2
29901868 29951205 22 THOC5
24018269 24022915 1 RPL11
91087651 91100728 10 IFIT3
73441350 73454365 2 SMYD5
27215480 27224403 6 PRSS16
71163659 71176623 10 TACR2
32798479 33300567 14 AKAP6
132028320 132073330 5 KIF3A
62366815 62370456 20 LIME1
24338241 24346347 2 PFN4
103529899 103535854 10 FGF8
139949266 140098372 4 ELF2
50330262 50336899 3 HYAL3
71203492 71232892 17 FAM104A
113633246 113658899 12 IQCD
43198764 43205925 1 CLDN19
10833621 10880343 11 ZBED5
160327974 160329108 6 MAS1
66288108 66313709 11 ZDHHC24
113239731 113299316 2 TTL
68042118 68059186 12 DYRK2
1968508 2005752 11 MRPL23
33677272 33924767 13 STARD13
76745577 76953589 12 OSBPL8
182733006 182833863 3 MCCC1
19040010 19052070 19 HOMER3
8373490 8386280 19 NDUFA7
11292423 11643552 11 GALNT18
5163905 5222596 3 ARL8B
71213068 71222075 2 TEX261
99647390 99662661 7 ZSCAN21
75956116 75988348 7 YWHAG
17433942 17501580 8 PDGFRL
96850597 96874563 2 STARD7
910579 917497 1 C1orf170
130928343 130966662 9 CIZ1
134145614 134195010 10 LRRC27
56473641 56497289 12 ERBB3
48998527 50489585 1 AGBL4
76018651 76039012 7 SRCRB4D
25783125 25832287 6 SLC17A1
62371214 62374858 20 SLC2A4RG
779753 791329 16 NARFL
66263167 66287408 17 SLC16A6
119419300 119600856 12 SRRM4
141303373 141321612 5 KIAA0141
49039535 49198226 17 SPAG9
24397938 24423718 2 FAM228A
8386042 8388224 19 RPS28
55670031 55678090 19 DNAAF3
52362200 52441713 6 TRAM2
11373489 11374904 11 CSNK2A3
24171984 24358280 6 DCDC2
172543919 172604930 2 DYNC1I2
17579080 17797127 9 SH3GL2
110045605 110167447 11 RDX
20937113 20945253 14 PNP
31293264 31453476 15 TRPM1
39017598 39532694 7 POU6F2
110872630 110888227 12 ARPC3
57884106 58006943 15 GCOM1
160390131 160534539 6 IGF2R
206136916 206155151 1 FAM72A
110354928 110462052 4 SEC24B
102927989 103015218 2 IL18R1
49193195 49242641 1 BEND5
167401086 167452727 3 PDCD10
91634223 91803860 8 TMEM64
31698358 31707540 6 CLIC1
185633694 185655924 3 TRA2B
48556161 48563336 17 RSAD1
43212006 43232755 1 LEPRE1
57489191 57525922 12 STAT6
37442239 37445464 21 CBR1
29950797 29977326 22 NIPSNAP1
41082757 41097305 19 SHKBP1
64107695 64125006 11 CCDC88B
135413096 135433594 7 FAM180A
157823644 158263519 3 RSRC1
5229331 5261642 3 EDEM1
206223976 206231639 1 AVPR1B
43905648 43922763 19 TEX101
218148742 218621316 2 DIRC3
934342 935552 1 HES4
24519064 24586173 4 DHX15
81601114 81610632 10 NUTM2E
38845960 38945698 5 OSMR
206238872 206288647 1 C1orf186
7965108 8043744 12 SLC2A14
37507210 37518864 21 CBR3
18427880 18430160 17 FAM106A
26721661 26734215 17 SLC46A1
111366166 111846466 7 DOCK4
11862970 11980870 11 USP47
228474806 228498036 2 C2orf83
71211229 71267425 10 TSPAN15
5731039 5844558 20 C20orf196
30862486 30907885 12 CAPRIN2
91137813 91144962 10 IFIT1B
46188475 46459709 6 RCAN2
948803 949920 1 ISG15
68021649 68113223 16 DUS2
62375019 62462597 20 ZBTB46
91803778 91971636 8 NECAB1
18538319 18565263 17 TBC1D28
126984736 126994322 5 CTXN3
91152303 91163745 10 IFIT1
206317459 206332104 1 CTSE
14117872 14137149 6 CD83
44398992 44402913 1 ARTN
64879317 64883856 11 TM7SF2
228549926 228582728 2 SLC19A3
134669590 134735604 5 H2AFY
66417089 66453654 17 WIPI1
43867090 43871783 10 FXYD4
43964939 43969812 19 LYPD3
5892076 5906007 20 CHGB
34392186 34540695 13 RFC3
37529080 37666572 21 DOPEY2
42387228 42434302 19 ARHGEF1
29882480 29910868 16 SEZ6L2
143632259 143633372 7 OR2F2
62492566 62494341 20 ABHD16B
143657027 143658108 7 OR2F1
955503 991496 1 AGRN
143701022 143702068 7 OR6B1
59855734 59863444 11 MS4A2
33404139 34273382 14 NPAS3
91174343 91180758 10 IFIT5
12875984 12883087 3 RPL32
17501304 17658426 8 MTUS1
81697496 81742370 10 SFTPD
45794835 45806142 1 MUTYH
135611509 135662101 7 MTPN
42640301 42704516 15 CAPN3
103541082 103543170 10 NPM3
50513686 50669458 1 ELAVL4
228678558 228682272 2 CCL20
152442819 152958936 6 SYNE1
113299492 113334635 2 POLR1B
46517541 46620523 6 CYP39A1
68548548 68553527 12 IFNG
18473892 18910948 9 ADAMTSL1
113658855 113736390 12 TPCN1
119616447 119658936 12 HSPB8
86268073 86276770 12 NTS
5917881 5931182 20 TRMT6
189156396 189460653 2 GULP1
100255902 100273766 15 LYSMD4
62496596 62522898 20 TPD52L2
127419458 127525380 5 SLC12A2
44076616 44077060 17 STH
114256661 114258728 2 FOXD4L1
135612022 135612198 7 LUZP6
56710007 56727837 12 PAN2
69240310 69476459 2 ANTXR1
63277192 63284971 2 OTX1
144120626 144141359 8 C8orf31
123237848 123357972 10 FGFR2
24069645 24088549 1 TCEB3
228735770 228789060 2 DAW1
31619058 31727868 15 KLF13
150480538 150486265 1 ECM1
119772517 119978852 12 CCDC60
136553416 136705002 7 CHRM2
96914254 96931732 2 TMEM127
206516200 206637783 1 SRGAP2
20483037 20484224 17 CDRT15L2
59939081 59952139 11 MS4A6A
152973315 153032506 2 STAM2
50333833 50336852 3 NAT6
71228372 71245091 17 C17orf80
86372516 87232681 12 MGAT4C
6811688 7783215 3 GRM7
20739760 20799453 17 CCDC144NL
218664512 218867718 2 TNS1
44412611 44433694 1 IPO13
31775329 32162992 15 OTUD7A
810762 818865 16 MSLN
140187317 140201492 4 MGARP
43979106 44009087 19 PHLDB3
144239331 144242128 8 LY6H
2671585 2704436 7 TTYH3
100511794 100882210 15 ADAMTS17
141356528 141401953 7 KIAA1147
39442008 39587583 8 ADAM18
114384806 114400973 2 RABL2A
24104895 24114722 1 PITHD1
43881065 43904614 10 HNRNPF
92006024 92053292 8 TMEM55A
42623332 42636606 3 SS18L2
76026835 76071388 7 ZP3
13690440 13944652 5 DNAH5
169784921 169931426 4 CBR4
29999545 30094587 22 NF2
37820440 37822808 17 TCAP
57884139 57977562 15 MYZAP
44107282 44302733 17 KANSL1
23713816 23773319 18 PSMA8
37692487 37758446 21 MORC3
39605975 39649919 7 YAE1D1
156768608 156772729 5 FNDC9
110481361 110609874 4 CCDC109B
20902910 20947073 17 USP22
18561742 18585575 17 ZNF286B
140188034 140223705 4 NDUFC1
37824234 37826728 17 PNMT
15246527 15522252 6 JARID2
5931298 5975852 20 MCM8
19101697 19144832 19 SUGP2
66330934 66336312 11 CTSF
62526518 62567384 20 DNAJC5
50883222 50889172 1 DMRTA2
26680071 26781566 2 OTOF
48585745 48608862 17 MYCBPAP
131438452 131626014 12 GPR133
24117460 24122029 1 LYPLA2
144295068 144299044 8 GPIHBP1
41514164 41570122 6 FOXP4
799179 809753 11 PIDD
92082424 92099323 8 OTUD6B
42642106 42690227 3 NKTR
156822542 157002783 5 ADAM19
27600098 27603657 2 ZNF513
24425733 24583583 2 ITSN2
143747461 143748473 7 OR2A5
144328991 144344875 8 ZFP41
143771275 143772288 7 OR2A25
143792141 143793186 7 OR2A12
30945637 31043408 2 CAPN13
18601311 18639431 17 TRIM16L
99661656 99680171 7 ZNF3
143806607 143807657 7 OR2A2
80625824 80689998 5 ACOT12
32322691 32464722 15 CHRNA7
143826151 143827162 7 OR2A14
18927656 19033251 9 FAM154A
55682567 55691809 19 SYT5
57884231 58074960 15 POLR2M
143880559 143883146 7 CTAGE4
50337320 50349812 3 HYAL1
50905150 51425935 1 FAF1
198318147 198340032 2 COQ10B
143883176 143991230 7 ARHGEF35
100940600 101085200 15 CERS3
206643791 206670223 1 IKBKE
110609785 110624739 4 CASP6
12938719 13114617 3 IQSEC1
24357131 24358512 6 KAAG1
143929004 143929936 7 OR2A42
170015407 170192256 4 SH3RF1
19049372 19051019 9 RRAGA
143955700 143956815 7 OR2A7
8387468 8408146 19 KANK3
143963794 143966381 7 CTAGE8
8543393 8609805 3 LMCD1
819428 833370 16 MSLNL
62571186 62587769 20 UCKL1
36337711 36358166 17 TBC1D3
126436718 126480439 10 METTL10
47906381 47922780 19 MEIS3
35516424 36247159 13 NBEA
40713485 40718295 17 COASY
130965658 131017527 9 DNM1
81838402 81852313 10 TMEM254
73717408 73753899 17 ITGB4
25270908 25305089 10 ENKUR
36152091 36184421 5 SKP2
44435672 44439041 1 DPH2
66357640 66360554 11 CCDC87
37757676 37791313 21 CHAF1B
19053141 19103117 9 HAUS6
132276986 132441303 3 NPHP3
2150342 2170833 11 IGF2
24403153 24425810 6 MRS2
136912088 137028611 7 PTN
144015218 144016150 7 OR2A1
68055179 68057770 16 DDX28
24791534 24802464 4 SOD3
19318221 19435224 22 HIRA
66360292 66373490 11 CCS
144349603 144359101 8 GLI4
74296855 74321891 4 AFP
834974 838397 16 RPUSD1
33267471 33282164 6 TAPBP
20973696 20979328 14 RNASE10
144052381 144077725 7 ARHGEF5
46620678 46645930 6 SLC25A27
73455134 73460366 2 PRADC1
41604620 41621984 6 MDFI
77801364 77843452 14 TMED8
110300607 110335605 11 FDX1
54849734 54867386 12 GTSF1
28966271 28971868 10 BAMBI
59968726 60010561 11 MS4A4E
101099574 101143435 15 LINS
24807739 24981826 4 CCDC149
8428173 8439257 19 ANGPTL4
31707725 31732622 6 MSH5
181831975 181941312 2 UBE2E3
206664449 206671061 1 C1orf147
144371846 144380231 8 ZNF696
21024252 21029090 14 RNASE9
64883875 64885170 11 ZNHIT2
8661086 8786726 3 SSUH2
77843032 77857840 14 SAMD15
52535907 52551386 6 TMEM14A
105404923 105531207 6 LIN28B
64550950 64804830 14 ESR2
23805900 23971649 18 TAF4B
88373816 88427814 12 C12orf50
39663082 39747723 7 RALA
51426417 51440305 1 CDKN2C
110371911 110376563 2 SOWAHC
1006346 1009687 1 RNF223
206680879 206762616 1 RASSF5
44010871 44031396 19 ETHE1
198351305 198381461 2 HSPD1
150725510 150744869 7 ABCB8
77860364 77889860 14 NOXRED1
64888100 64889945 11 FAU
66585555 66626236 15 DIS3L
140222609 140341187 4 NAA15
37832919 37948867 21 CLDN14
110631145 110651233 4 PLA2G12A
105544697 105585049 6 BVES
52614897 52628367 6 GSTA2
55692616 55720874 19 PTPRH
120031264 120079363 12 TMEM233
134210672 134231367 10 PWWP2B
63348518 64054977 2 WDPCP
103035149 103069025 2 IL18RAP
51567906 51613752 1 C1orf185
47572655 47592379 17 NGFR
2719156 2815134 7 AMZ1
43932282 43991517 10 ZNF487
110550335 110615272 2 RGPD5
96931870 96939087 2 CIAO1
189598882 189654831 2 DIRC1
64126620 64139687 11 RPS6KA4
44029649 44040282 19 ZNF575
51701943 51739127 1 RNF11
8023908 8027410 17 HES7
39989636 40136733 7 CDK13
137065783 137531838 7 DGKI
132083137 132089856 5 CCNI2
38071433 38122218 21 SIM2
110447766 110583912 11 ARHGAP20
54264439 54318831 18 TXNL1
99686577 99689823 7 COPS6
91190051 91316398 10 SLC16A12
8454865 8469318 19 RAB11B
101142739 101191910 15 ASB7
68118654 68263162 16 NFATC3
92114060 92231464 8 LRRC69
113666748 113684248 3 ZDHHC23
118938403 118952688 11 VPS11
228844666 229046361 2 SPHKAP
112451120 112461255 12 ERP29
160542821 160579750 6 SLC22A1
27604061 27632554 2 PPM1G
189839046 189877472 2 COL3A1
1017198 1051741 1 C1orf159
206744620 206785904 1 EIF2D
32684983 32695396 15 GOLGA8K
26800311 26824799 17 SLC13A2
58245622 58790065 15 ALDH1A2
838046 850737 16 CHTF18
44047192 44084625 19 XRCC1
37827375 37853050 17 PGAP3
62588055 62680113 20 ZNF512B
73257755 73262454 17 MRPS7
44440159 44443967 1 ATP6V0B
13357737 13461809 3 NUP210
47931274 47975425 19 SLC8A2
36973422 36996846 6 FGD2
203739505 203879521 2 WDR12
103089762 103150431 2 SLC9A4
2153768 2182439 11 INS-IGF2
61600695 61626338 17 KCNH6
71291474 71306935 2 NAGK
38123189 38362536 21 HLCS
60048014 60076445 11 MS4A4A
132086509 132142933 5 SEPT8
64889252 64902004 11 SYVN1
30116073 30127828 22 CABP7
62605466 62611361 20 SAMD10
101417919 101456831 15 ALDH1A3
141323150 141349304 5 PCDH12
105606155 105627870 6 POPDC3
141408153 141431071 7 WEE2
76090993 76135312 7 DTX2
24034874 24237365 18 KCTD1
29135337 29170827 10 C10orf126
30126945 30163000 22 ZMAT5
160592093 160698670 6 SLC22A2
8043790 8059824 17 PER1
19108373 19149288 9 PLIN2
29911696 29931185 16 ASPHD1
73460548 73480149 2 CCT7
34393437 34931980 14 EGLN3
76859344 76941881 10 SAMD8
105725440 105850959 6 PREP
29577990 29607257 10 LYZL1
30163358 30166402 22 UQCR10
172607148 172859058 3 SPATA16
54318574 54698828 18 WDR7
150521884 150533413 1 ADAMTSL4
2181009 2182571 11 INS
92221722 92410378 8 SLC26A7
141438121 141487722 7 SSBP1
62612488 62664453 20 PRPF6
8775486 8883492 3 CAV3
5986736 6020699 20 CRLS1
809647 812880 11 RPLP2
34581086 34808061 17 TBC1D3H
38378450 38391959 21 RIPPLY3
11984653 12031316 11 DKK3
60102304 60164069 11 MS4A6E
141337893 141369856 5 RNF14
51752930 51810788 1 TTC39A
131018108 131038274 9 GOLGA2
32737307 32747835 15 GOLGA8O
68595131 68619601 12 IL26
71331454 71332994 10 NEUROG3
144386554 144442149 8 TOP1MT
8478154 8503901 19 MARCH2
55738007 55741647 19 TMEM86B
25305587 25315593 10 THNSL1
71390007 71393352 10 C10orf35
38431470 38445470 21 PIGP
206808881 206857764 1 DYRK3
25000469 25032501 4 LGI2
91342745 91405215 10 PANK1
71244588 71258491 17 CPSF4L
54891495 54937726 12 NCKAP1L
144094333 144107320 7 NOBOX
8792094 8811314 3 OXTR
47653220 47661189 17 NXPH3
72873428 72889708 17 FADS6
126490354 126525239 10 FAM175B
25463991 25891155 10 GPR158
3848208 3862213 11 RHOG
40165622 40174258 7 MPLKIP
60145955 60163424 11 MS4A7
24122089 24127271 1 GALE
80708840 81047616 5 SSBP2
66628544 66679084 15 TIPIN
10492456 10629601 6 GCNT2
30184597 30234271 22 ASCC2
121675497 121736111 12 CAMKK2
68642022 68647387 12 IL22
848041 850733 16 GNG13
71279763 71308314 17 CDC42EP4
77893018 77924295 14 VIPAS39
29916333 29938356 16 KCTD13
136537489 136574734 3 SLC35G2
176040986 176049335 2 ATP5G3
88427623 88443937 12 C12orf29
112196919 112205485 5 SRP19
58430368 58478110 15 AQP9
42695176 42709072 3 ZBTB47
32885657 32896179 15 GOLGA8N
21026677 21096578 17 DHRS7B
66384053 66394818 11 RBM14
229715242 230136001 2 PID1
173114074 174004434 3 NLGN1
855443 863861 16 PRR25
44444615 44456840 1 B4GALT2
126630692 126676758 10 ZRANB1
206858289 206907628 1 MAPKAPK2
8817088 9005457 3 RAD18
160769300 160876014 6 SLC22A3
3875757 4114439 11 STIM1
64323098 64340347 11 SLC22A11
6021424 6034695 20 LRRN4
88853918 88951225 10 FAM35A
230222345 230579274 2 DNER
47978401 47987525 19 KPTN
19338891 19435755 22 C22orf39
110890289 110907073 12 GPN3
46130601 46285621 20 NCOA3
55741148 55770363 19 PPP6R1
39601254 39695808 8 ADAM2
7745232 7791483 10 ITIH2
2185159 2193107 11 TH
62679076 62680994 20 SOX18
58702768 58861151 15 LIPC
24432002 24445782 18 AQP4
47676246 47755596 17 SPOP
94727048 94786158 5 FAM81B
903634 1031318 16 LMF1
141205889 141334184 3 RASA2
141463897 141464997 7 TAS2R3
134257831 134262912 10 C10orf91
40174575 40900362 7 SUGCT
21051054 21078043 14 RNASE11
25833294 25882514 6 SLC17A3
6055492 6104191 20 FERMT1
66384097 66434153 11 RBM4
136581050 136668665 3 NCK1
113682984 113775460 3 KIAA1407
141478242 141479235 7 TAS2R4
170314426 170533780 4 NEK1
38938021 39074510 5 RICTOR
72912176 72919351 17 USH1G
36047926 36050832 13 MAB21L1
156887027 156901725 5 NIPAL4
141490017 141491166 7 TAS2R5
52656462 52668708 6 GSTA1
19419425 19423598 22 MRPL40
50355221 50360337 3 HYAL2
29746267 30025710 10 SVIL
15523032 15663289 6 DTNBP1
206940947 206945839 1 IL10
66507921 66547460 17 PRKAR1A
2767746 2883958 7 GNA12
8509651 8553998 19 HNRNPM
158288952 158325041 3 MLF1
103544200 103578696 10 MGEA5
27650657 27665126 2 NRBP1
36345478 36705443 13 DCLK1
19230433 19374139 9 DENND4C
134351324 134596979 10 INPP5A
44080952 44088116 19 PINLYP
62681189 62703700 20 TCEA2
64889655 64894843 11 MRPL49
126676421 126849739 10 CTBP2
160952515 161087407 6 LPA
150709297 150721586 7 ATG9B
21058352 21058982 14 RNASE12
32907345 32932150 15 ARHGAP11A
21108855 21109850 14 OR6S1
75947391 75960039 6 COX7A2
72920370 72930007 17 OTOP2
35265595 35289548 6 DEF6
41098789 41135725 19 LTBP4
141536086 141541287 7 PRSS37
206972215 207016324 1 IL19
21152259 21168761 14 RNASE4
111126707 111157126 11 C11orf53
150533480 150533969 1 ADAMTSL4-AS1
42705021 42783321 15 ZNF106
42727011 42734036 3 KLHL40
144149034 144533488 7 TPK1
19437433 19466738 22 UFD1L
58887403 59042177 15 ADAM10
45805342 45809647 1 TOE1
19144384 19170563 19 ARMC6
44088521 44100287 19 IRGQ
111164114 111175770 11 COLCA1
26223196 26501456 10 MYO3A
4172554 4269923 17 UBE2G1
8071826 8088871 12 SLC2A3
12115543 12285334 11 MICAL2
50184929 50222533 12 NCKAP5L
88985205 88996665 10 NUTM2A
111169565 111179460 11 COLCA2
150547032 150552066 1 MCL1
207038699 207042568 1 IL20
9022275 9404737 3 SRGAP3
1109264 1133315 1 TTLL10
71561644 71724031 10 COL13A1
2945775 3083579 7 CARD11
44100544 44105309 19 ZNF576
64937625 64940715 11 SPDYC
51819935 51985000 1 EPS15
18647326 18682662 17 FBXW10
161123270 161174347 6 PLG
46655612 46672056 6 TDRD6
60146003 60185161 11 MS4A14
110661852 110723335 4 CFI
64358113 64369820 11 SLC22A12
73262309 73267308 17 MIF4GD
111222977 111326355 11 POU2AF1
72931814 72946087 17 OTOP3
230628554 230787955 2 TRIP12
66679155 66784650 15 MAP2K1
34901995 34931562 14 SPTSSA
1031808 1036979 16 SOX8
131037658 131051269 9 SWI5
167453031 167543356 3 SERPINI1
21100593 21117937 17 TMEM11
103236166 103327777 2 SLC9A2
207070788 207077484 1 IL24
33282183 33285719 6 ZBTB22
34985135 35008916 14 EAPP
176788620 176867567 2 KIAA1715
1122756 1131454 16 SSTR5
27232268 27278789 17 PHF12
17721889 17767874 8 FGL1
141371314 141392606 5 GNPDA1
97263641 97398059 14 VRK1
30279144 30426855 22 MTMR3
120105558 120119435 12 PRKAB1
1140005 1146244 16 C1QTNF8
24495595 24765281 18 CHST9
116581503 116659591 10 FAM160B1
182840001 182881627 3 LAMP3
24128375 24165110 1 HMGCL
42734155 42814745 3 CCDC13
131071382 131085021 9 TRUB2
202047604 202094129 2 CASP10
24424793 24495433 6 GPLD1
81891438 81905115 10 PLAC9
36742345 36871979 13 SOHLH2
141607613 141806547 7 MGAM
68666223 68726161 12 MDM1
45809555 45956872 1 TESK2
66384097 66413940 11 RBM14-RBM4
59063391 59154099 15 FAM63B
66782473 66790151 15 SNAPC5
21152336 21167130 14 ANG
4115937 4160106 11 RRM1
74347400 74369691 4 AFM
56732663 56734193 12 IL23A
38445526 38575413 21 TTC3
41651716 41703997 6 TFEB
182321929 182400914 2 ITGA4
55773599 55791749 19 HSPBP1
25530930 25757410 18 CDH2
19174808 19223697 19 SLC25A42
64854749 64926722 14 MTHFD1
66432469 66445392 11 RBM4B
21214051 21216539 14 EDDM3A
64948037 64979477 11 CAPN1
29952206 29984373 16 TMEM219
153191751 153506348 2 FMNL2
21236586 21239107 14 EDDM3B
34623842 34625731 17 CCL3L1
6748311 6760927 20 BMP2
207077731 207096592 1 FAIM3
120978854 120980984 2 TMEM185B
33286335 33297046 6 DAXX
54814293 54817531 18 BOD1L2
203776937 203851786 2 CARF
42460833 42463542 19 RABAC1
65339200 66024509 3 MAGI1
21249210 21250626 14 RNASE6
111338251 111383079 11 BTG4
137559725 137686813 7 CREB3L2
56735381 56753939 12 STAT2
55018044 55038962 18 ST8SIA3
50231573 50236912 12 BCDIN3D
21269387 21271437 14 RNASE1
131084815 131096351 9 COQ4
174156363 175523428 3 NAALADL2
120997640 121052289 2 RALB
76969912 76991206 10 VDAC2
74437267 74486348 4 RASSF6
36742931 36871979 13 CCDC169-SOHLH2
24171567 24194784 1 FUCA1
1203241 1271771 16 CACNA1H
9404526 9428475 3 THUMPD3
44051792 44070066 10 ZNF239
19229978 19249322 19 TMEM161A
55102917 55158529 18 ONECUT2
62704534 62711323 20 RGS19
35030300 35099389 14 SNX6
71330523 71640228 17 SDK2
19375713 19380252 9 RPS6
50260679 50298000 12 FAIM2
64373646 64490660 11 NRXN2
112212084 112258236 5 REEP5
150573327 150602088 1 ENSA
59157374 59389618 15 RNF111
74756504 74760472 2 HTRA2
66452719 66496697 11 SPTBN2
36801182 36871977 13 CCDC169
29984962 30003582 16 TAOK2
55215515 55254004 18 FECH
141457046 141466402 3 RNF7
111385510 111407756 11 C11orf88
17780349 17885478 8 PCM1
161412759 161538417 6 MAP3K4
185764097 185828107 3 ETV5
62711526 62731996 20 OPRL1
129247483 129254012 3 RHO
44101855 44113351 10 ZNF485
21142183 21156722 17 C17orf103
94799599 94890711 5 TTC37
50357458 50365682 3 TUSC2
19408925 19452018 9 ACER2
47990894 48018497 19 NAPA
207101863 207119811 1 PIGR
27253682 27279949 6 POM121L2
66790355 66816870 15 RPL4
110736666 110745893 4 GAR1
46671938 46703430 6 PLA2G7
30476163 30573064 22 HORMAD2
24197016 24285549 1 CNR2
32933877 32989299 15 SCG5
27342394 27371683 6 ZNF391
62714733 62715712 20 C20orf201
129262057 129270310 3 H1FOO
13521224 13547916 3 HDAC11
37844167 37886679 17 ERBB2
24285599 24289952 1 PNRC2
60197062 60222687 11 MS4A5
62737173 62738524 20 NPBWR2
167726465 167813763 3 GOLIM4
69546905 69614382 2 GFPT1
134598297 134599556 10 NKX6-2
113724680 113807269 3 QTRTD1
19507450 19786926 9 SLC24A2
68710939 68740157 5 MARVELD2
101459420 101610317 15 LRRK1
131102925 131123749 9 SLC27A4
33474836 33516364 17 UNC45B
50367219 50378411 3 RASSF1
27418522 27440897 6 ZNF184
116697952 116737430 10 TRUB1
42470734 42501649 19 ATP1A3
30636436 30642840 22 LIF
110749150 110765760 4 RRH
62783144 62873604 20 MYT1
18684308 18710027 17 TVP23B
157052687 157098488 5 SOX30
1635659 1748624 2 PXDN
41704449 41721847 6 PGC
21187984 21218552 17 MAP2K3
121103719 121109384 2 INHBB
60223225 60238233 11 MS4A1
111411005 111432264 11 LAYN
207131310 207143970 1 FCAMR
44100769 44118649 19 SRRM5
30658818 30662829 22 OSM
68263014 68272005 16 ESRP2
96940074 96971297 2 SNRNP200
91461367 91534700 10 KIF20B
34838938 34899561 5 TTC23L
27775257 27775709 6 HIST1H2BL
121221911 121223697 2 LINC01101
26833261 26865914 17 FOXN1
44111371 44124026 19 ZNF428
37012607 37013177 6 COX6A1P2
49654077 49864310 10 ARHGAP22
37137979 37143202 6 PIM1
28569974 28622781 18 DSC3
44126520 44143991 19 CADM4
68788119 68853931 5 OCLN
20341663 20622542 9 MLLT3
30681106 30685616 22 GATSL3
170533784 170644824 4 CLCN3
1138888 1142071 1 TNFRSF18
41724712 41742706 7 INHBA
106534195 106557814 6 PRDM1
60260251 60274903 11 MS4A12
48023942 48059113 19 ZNF541
34639793 34641846 17 CCL4L2
50344524 50352664 12 AQP2
36875775 36944317 13 SPG20
42783431 42837547 15 SNAP23
26873725 26879686 17 UNC119
4336983 4391503 17 SPNS3
44589089 44999731 2 CAMKMT
1271651 1275257 16 TPSG1
121493199 121750229 2 GLI2
65029233 65073060 11 POLA2
207191866 207206101 1 C1orf116
110769358 110793471 4 LRIT3
116853124 117708503 10 ATRNL1
8554940 8567996 19 PRAM1
98391947 98444461 14 C14orf64
131133598 131153015 9 URM1
818902 825573 11 PNPLA2
60282886 60310194 11 MS4A13
