transcript	GENE_NAME	chr	n_exons	tx_start	tx_end	bp	mu_syn	mu_mis	mu_lof	n_syn	n_mis	n_lof	adj_exp_syn	adj_exp_mis	adj_exp_lof	syn_z	mis_z	lof_z	em_p_hi
ENST00000226413.4	GNRHR	4	3	68606197	68620053	987	3.22E-06	8.13E-06	5.83E-07	44	110	4	37.771892	93.3997331	7.86663597	-0.628233892	-0.84015385	1.365615472	0.013968045
ENST00000283916.6	TMPRSS11D	4	10	68688054	68749651	1257	4.45E-06	1.10E-05	1.08E-06	60	140	5	53.88265371	126.9800753	16.08842046	-0.516640332	-0.5651403	2.73843648	0.06251897
ENST00000381227.1	POLR2B	4	25	57845151	57897154	3525	1.20E-05	3.38E-05	3.43E-06	132	113	8	145.4341113	389.9192632	48.37716387	0.690597264	6.859339766	5.750495761	0.988161838
ENST00000322244.5	UBA6	4	33	68484714	68566837	3159	9.60E-06	2.56E-05	3.16E-06	115	303	9	119.5650728	296.4422294	47.96919214	0.258819821	-0.186296487	5.573524586	0.932317517
ENST00000356291.2	TMPRSS11F	4	10	68919626	68995538	1317	3.72E-06	1.10E-05	1.85E-06	54	143	14	44.96854512	124.7951287	24.31121947	-0.834934757	-0.797087439	2.071554501	4.98E-07
ENST00000305363.4	TMPRSS11E	4	10	69313230	69362522	1272	4.19E-06	1.11E-05	1.24E-06	51	141	10	51.6966962	130.3926058	18.25481061	0.060070863	-0.454358788	1.913851156	3.75E-05
ENST00000248701.4	SPINK2	4	4	57676304	57687828	255	1.21E-06	2.54E-06	2.75E-07	9	17	0	10.65031074	22.58173406	3.904212362	0.313497331	0.574522107	1.957295461	0.717781973
ENST00000305231.7	UGT2B7	4	6	69962238	69978454	1590	5.24E-06	1.31E-05	1.16E-06	64	196	13	61.82862	150.7427229	15.68924398	-0.171194779	-1.802963257	0.672541225	3.50E-08
ENST00000446444.1	UGT2B11	4	6	70066157	70080440	1590	4.71E-06	1.27E-05	1.17E-06	66	211	18	55.841882	146.399801	15.79289103	-0.842719064	-2.611440316	-0.550151933	3.15E-13
ENST00000251566.4	UGT2A3	4	6	69795530	69817478	1584	4.89E-06	1.25E-05	1.33E-06	88	223	11	57.928597	144.1281405	17.54533152	-2.449382532	-3.213397277	1.547891651	5.00E-06
ENST00000317987.5	FDCSP	4	3	71096911	71099904	258	8.46E-07	2.45E-06	2.73E-07	9	37	1	10.846787	28.9769138	4.35526049	0.347629283	-0.729007658	1.592607945	0.358744942
ENST00000335568.5	UGT2B28	4	6	70146218	70160527	1590	4.97E-06	1.28E-05	1.24E-06	71	185	13	58.771669	147.5326031	16.55313904	-0.98885496	-1.508780326	0.865090865	6.44E-08
ENST00000317746.2	UGT2B17	4	6	69403342	69434202	1593	4.90E-06	1.31E-05	1.18E-06	51	110	6	56.98087049	148.0584607	15.53728265	0.491189744	1.529859206	2.396772477	0.010255606
ENST00000310613.3	SULT1B1	4	7	70592805	70620935	891	2.48E-06	7.53E-06	7.90E-07	43	118	8	30.3283754	85.98317171	11.56500597	-1.42645152	-1.68883843	1.038429647	6.24E-05
ENST00000457664.2	UGT2A2	4	6	70455089	70505358	1611	4.94E-06	1.29E-05	1.14E-06	80	227	12	58.507267	149.2131846	15.37480827	-1.741951734	-3.114718068	0.852577635	2.33E-07
ENST00000511674.1	HTN1	4	4	70918793	70921286	174	5.37E-07	1.40E-06	2.57E-07	12	31	4	6.700377757	15.36313609	3.991598051	-1.269242814	-1.951309039	-0.004165781	0.00180852
ENST00000530128.1	HTN3	4	4	70896457	70898937	156	3.99E-07	1.19E-06	2.52E-07	7	19	5	5.893256451	14.49839435	4.294372674	-0.282630443	-0.578261626	-0.33729907	0.000271793
ENST00000265403.7	UGT2B10	4	6	69681737	69696597	1587	4.81E-06	1.24E-05	1.48E-06	68	208	21	57.027044	143.3558136	19.31417522	-0.900809316	-2.640817686	-0.379982916	5.51E-15
ENST00000226444.3	SULT1E1	4	7	70707711	70723362	885	2.80E-06	7.13E-06	8.06E-07	32	88	8	34.3294739	82.8414631	11.89599033	0.246475121	-0.277216688	1.118941037	7.40E-05
ENST00000353151.3	CSN2	4	6	70822067	70826713	681	2.08E-06	5.13E-06	4.90E-07	48	106	3	25.29650472	59.11431322	7.306688134	-2.798414342	-2.982706041	1.578239112	0.058878796
ENST00000338206.5	UGT2B15	4	6	69512821	69536336	1593	4.94E-06	1.27E-05	1.35E-06	66	169	16	58.15639759	145.9689219	17.65218733	-0.637626309	-0.932397226	0.389537947	1.92E-10
ENST00000396094.2	ODAM	4	10	71062260	71068902	840	2.49E-06	6.22E-06	1.00E-06	44	106	18	30.95287875	70.89827165	14.69388728	-1.453829884	-2.039046364	-0.854356254	1.16E-13
ENST00000503640.1	UGT2A1	4	6	70455089	70513362	1584	5.01E-06	1.30E-05	1.14E-06	75	215	16	59.313388	149.7839564	15.41435692	-1.262705812	-2.606381176	-0.147761051	2.73E-11
ENST00000246891.4	CSN1S1	4	15	70798273	70811914	558	2.06E-06	4.87E-06	9.05E-07	21	59	9	22.46170647	47.3019808	11.43830233	0.191200605	-0.831934576	0.714161555	8.30E-06
ENST00000305107.6	UGT2B4	4	6	70346351	70361579	1587	5.12E-06	1.30E-05	1.01E-06	82	212	15	60.545095	150.1443555	13.99842156	-1.709371443	-2.469112531	-0.265176555	8.45E-11
ENST00000344526.5	C4orf40	4	4	71020092	71027314	660	2.35E-06	5.95E-06	2.88E-07	30	86	4	27.96700751	68.14222289	4.69697683	-0.238320664	-1.058122053	0.318565608	0.002813473
ENST00000246895.4	STATH	4	4	70864154	70866666	189	5.85E-07	1.62E-06	2.47E-07	11	27	4	7.929861927	19.15341476	4.210821177	-0.675887838	-0.876949106	0.10177016	0.002082806
ENST00000308744.6	NPFFR2	4	4	72897618	73013529	1569	6.31E-06	1.57E-05	9.07E-07	76	222	9	71.07528898	174.5312551	11.69041331	-0.362135227	-1.757466877	0.779459885	9.71E-06
ENST00000425175.1	SLC4A4	4	24	72102293	72433610	3285	1.21E-05	2.94E-05	2.22E-06	154	216	0	144.495874	337.4628738	34.3716127	-0.490154153	3.234052741	5.807505511	0.999995795
ENST00000226460.4	SMR3A	4	2	71227832	71232711	405	1.27E-06	3.06E-06	1.55E-07	11	41	2	15.173566	35.4926889	2.59585278	0.664221941	-0.452154148	0.3663436	0.039054647
ENST00000381006.3	RUFY3	4	18	71588290	71672376	1863	6.21E-06	1.60E-05	2.08E-06	69	137	4	75.02892447	182.4489003	29.45199626	0.431493854	1.645770264	4.645731907	0.980976379
ENST00000396051.2	MOB1B	4	6	71816499	71847774	666	2.13E-06	5.68E-06	4.37E-07	30	67	4	25.29652363	63.55520926	6.634659123	-0.579746829	-0.211350666	1.013222278	0.007973715
ENST00000304954.3	CSN3	4	3	71110536	71115176	549	1.85E-06	5.41E-06	2.38E-07	27	77	5	22.11863385	62.2504733	3.84315004	-0.643446062	-0.914372876	-0.584551842	0.000194175
ENST00000504199.1	GC	4	13	72611892	72669663	1482	5.35E-06	1.16E-05	1.24E-06	76	155	11	63.2649765	130.7978613	17.86902138	-0.99258428	-1.035068573	1.609660092	5.78E-06
ENST00000339336.4	AMTN	4	8	71384494	71398182	630	2.45E-06	5.38E-06	5.34E-07	36	69	9	29.17285587	60.50168603	8.682068457	-0.783607727	-0.534398621	-0.106883754	1.12E-06
ENST00000396073.3	ENAM	4	8	71495217	71510572	3429	1.05E-05	2.81E-05	1.88E-06	161	420	14	122.799321	321.8488437	24.64218514	-2.137090559	-2.676000193	2.123639937	5.67E-07
ENST00000254801.4	IGJ	4	4	71522045	71532207	480	1.60E-06	4.21E-06	3.51E-07	19	47	4	19.838157	49.3738663	5.65470478	0.116660993	0.165243634	0.689295153	0.004847274
ENST00000304915.3	SMR3B	4	2	71250227	71255565	240	9.62E-07	2.05E-06	1.17E-07	13	34	0	11.3058338	23.30932132	2.021965355	-0.312359874	-1.083071109	1.408563757	0.536532375
ENST00000322937.6	AMBN	4	13	71458075	71472447	1344	5.56E-06	1.17E-05	1.03E-06	68	159	10	67.28351191	135.7222561	16.55908976	-0.054150849	-0.977306811	1.596669515	1.86E-05
ENST00000295890.4	COX18	4	6	73923830	73935366	1002	5.97E-06	1.27E-05	8.38E-07	42	97	8	50.3935524	111.8694089	10.63480096	0.733006299	0.687629042	0.80033685	3.71E-05
ENST00000254799.6	GRSF1	4	9	71690035	71705544	1443	8.89E-06	1.81E-05	1.45E-06	53	141	12	45.34284296	110.5115141	17.4781874	-0.70495733	-1.418563459	1.298011026	7.98E-07
ENST00000273936.5	CABS1	4	1	71200756	71201944	1188	4.10E-06	9.76E-06	2.49E-07	56	134	2	46.83507	111.0445659	3.2402843	-0.83021965	-1.065497897	0.682526298	0.054137713
ENST00000286657.4	ADAMTS3	4	22	73148852	73434479	3618	1.29E-05	3.49E-05	3.22E-06	167	422	18	153.9010984	401.2357825	45.25643621	-0.6545809	-0.507027825	4.013456891	1.79E-06
ENST00000399575.2	PROL1	4	2	71265002	71275792	747	2.57E-06	6.34E-06	4.69E-07	52	80	8	29.73201894	72.18027929	6.06247699	-2.531733924	-0.450192634	-0.779491734	1.28E-06
ENST00000254803.2	UTP3	4	1	71554394	71555834	1440	6.07E-06	1.47E-05	1.04E-06	62	129	6	69.15299	167.0512249	12.15978691	0.533250906	1.439991825	1.749816034	0.002776963
ENST00000413702.1	MUC7	4	2	71339738	71347595	1134	4.00E-06	9.41E-06	4.34E-07	44	138	6	46.213277	107.4103119	5.75935052	0.201837749	-1.443672593	-0.099331697	9.14E-05
ENST00000286648.5	DCK	4	7	71859552	71895095	783	2.50E-06	6.47E-06	9.40E-07	35	59	3	29.63541806	73.17277309	13.32056476	-0.610913398	0.810394367	2.801120828	0.390659945
ENST00000226317.5	CXCL6	4	4	74702467	74703358	345	3.00E-06	5.19E-06	2.09E-07	29	51	5	31.56271814	54.51928538	3.8572635	0.282789564	0.233129075	-0.576363093	0.000196265
ENST00000413830.1	EPGN	4	5	75174250	75180354	465	1.78E-06	3.81E-06	4.63E-07	18	56	4	18.680659	39.2129026	5.06464782	0.097630074	-1.311226299	0.46862019	0.003492546
ENST00000395761.3	CXCL1	4	4	74735187	74736253	324	2.16E-06	4.56E-06	3.00E-07	29	48	2	22.65737584	45.5222964	4.432535054	-0.826063335	-0.179619319	1.144518141	0.092410293
ENST00000296027.4	CXCL5	4	4	74863353	74864298	345	2.36E-06	4.45E-06	2.39E-07	21	48	5	23.3188758	43.49495677	4.024460539	0.29769664	-0.334114728	-0.481704449	0.000222602
ENST00000295897.4	ALB	4	14	74270044	74286015	1830	6.72E-06	1.60E-05	1.82E-06	88	174	3	80.66329779	183.4594173	25.82376777	-0.506421618	0.341593869	4.449048978	0.985726825
ENST00000508487.2	CXCL2	4	4	74963472	74964837	324	2.27E-06	4.59E-06	2.23E-07	20	30	4	18.61702673	34.71743702	3.620288391	-0.198704171	0.391605693	-0.197684219	0.00141255
ENST00000395759.2	MTHFD2L	4	8	75023855	75167526	1044	4.98E-06	1.13E-05	8.28E-07	39	103	7	39.659188	92.73378384	10.77222872	0.064891551	-0.521444459	1.138504772	0.000263185
ENST00000296028.3	PPBP	4	3	74852988	74853820	387	1.43E-06	3.18E-06	1.86E-07	18	51	1	17.444458	37.2921752	3.36043136	-0.082458624	-1.097933327	1.275509001	0.267236204
ENST00000395743.3	BTC	4	5	75673250	75719535	537	2.09E-06	5.86E-06	3.16E-07	25	72	2	20.08931591	56.82925913	5.00288139	-0.679216887	-0.984322051	1.329896406	0.116138687
ENST00000395748.3	AREG	4	5	75311062	75318354	759	3.58E-06	7.39E-06	6.54E-07	0	1	0	23.24602439	41.74039994	3.155961606	2.988985202	3.084348599	1.759768646	0.652354961
ENST00000296026.4	CXCL3	4	4	74902978	74904328	324	2.34E-06	4.51E-06	2.12E-07	23	42	3	19.06548604	34.87097602	3.537214354	-0.558619558	-0.590492227	0.282947992	0.010000245
ENST00000226355.3	AFM	4	14	74347492	74368787	1800	5.91E-06	1.47E-05	1.38E-06	76	239	19	71.2012806	168.4355403	20.79227822	-0.352558306	-2.659413909	0.389353512	2.51E-12
ENST00000226524.3	PF4V1	4	3	74719079	74719839	315	1.64E-06	3.62E-06	1.68E-07	19	37	3	18.05552922	38.24937617	2.917120445	-0.137794694	0.098809522	-0.048068434	0.006892094
ENST00000395792.2	AFP	4	14	74301979	74320997	1830	5.91E-06	1.44E-05	1.64E-06	80	198	11	70.59956544	163.3350054	23.25911673	-0.693579292	-1.326685696	2.517979948	4.90E-05
ENST00000244869.2	EREG	4	5	75231025	75250525	510	2.20E-06	4.99E-06	5.33E-07	26	70	6	26.07903603	57.26909865	8.029837192	0.009595125	-0.822839922	0.709573706	0.000400111
ENST00000342081.3	RASSF6	4	11	74441951	74486217	1110	3.74E-06	9.51E-06	1.09E-06	49	153	22	38.70961434	96.94875278	15.0394799	-1.025349371	-2.784393726	-1.777931342	1.00E-17
ENST00000358602.4	ANKRD17	4	34	73941947	74124385	7812	3.02E-05	7.01E-05	4.91E-06	336	487	2	345.0148326	787.8246337	68.30257567	0.300875401	5.242217587	7.946969695	1
ENST00000296029.3	PF4	4	3	74846920	74847670	306	1.85E-06	3.47E-06	1.70E-07	11	27	2	11.93807804	23.77806599	2.30064599	0.168314718	-0.32317983	0.196345163	0.033296817
ENST00000307407.3	IL8	4	4	74606375	74608181	300	9.69E-07	2.27E-06	2.26E-07	16	31	5	11.92985689	25.99991556	3.90365644	-0.730535238	-0.47963118	-0.549668187	0.000203278
ENST00000311638.3	THAP6	4	4	76440662	76452424	669	2.48E-06	6.04E-06	4.61E-07	34	68	5	29.787027	70.1153957	6.89762321	-0.478546603	0.123566926	0.715731191	0.001440423
ENST00000599764.1	AC110615.1	4	3	76871882	76878526	282	8.24E-07	3.00E-06	1.48E-07	9	40	3	10.43059307	34.69580466	2.870573085	0.274606145	-0.44045129	-0.075671091	0.006694544
ENST00000538159.1	USO1	4	25	76650003	76734448	2916	9.80E-06	2.44E-05	2.64E-06	107	243	5	95.58017881	225.6132923	29.77782801	-0.724143727	-0.566175658	4.497865149	0.918011906
ENST00000237642.6	FAM47E-STBD1	4	2	77227922	77231153	1077	4.55E-06	9.76E-06	5.09E-07	41	121	9	48.76869381	105.9140623	6.364298378	0.689646644	-0.716986235	-1.034929375	1.58E-07
ENST00000429927.2	CDKL2	4	10	76507042	76551172	1482	4.64E-06	1.16E-05	1.24E-06	71	178	15	55.27785913	132.8492117	17.63633246	-1.310948104	-1.91603065	0.621850155	1.87E-09
ENST00000355810.4	ART3	4	11	76997042	77033672	1170	3.72E-06	8.89E-06	1.03E-06	40	126	13	45.30337317	101.8745973	15.11371038	0.488468006	-1.169117159	0.538579255	2.27E-08
ENST00000264888.5	CXCL9	4	4	76924750	76928602	378	1.06E-06	3.25E-06	3.67E-07	12	42	4	13.63508	38.5139974	5.83493815	0.274510889	-0.274747985	0.752476586	0.005333952
ENST00000264883.3	NUP54	4	12	77036518	77069527	1524	5.56E-06	1.27E-05	1.67E-06	48	116	3	62.59833326	140.0747592	23.00980749	1.143855812	0.994945196	4.132150895	0.96017275
ENST00000424749.2	FAM47E	4	8	77172899	77204611	1182	5.78E-06	1.30E-05	1.01E-06	9	8	0	3.33069632	6.297072478	0.327109325	-1.925802297	-0.331927622	0.566547254	0.341134282
ENST00000306602.1	CXCL10	4	4	76943082	76944584	297	7.93E-07	2.59E-06	2.11E-07	10	34	0	10.6648706	31.0245395	4.07027462	0.126214261	-0.261287045	1.998488112	0.73102593
ENST00000435974.2	C4orf26	4	3	76481292	76489743	531	2.06E-06	5.17E-06	4.48E-07	25	67	2	22.701055	55.8606158	5.19204087	-0.299125893	-0.728995023	1.38767928	0.124857081
ENST00000307428.7	PARM1	4	4	75858537	75971457	933	4.83E-06	8.86E-06	4.39E-07	59	100	4	52.90702724	96.49875462	6.082354499	-0.519304153	-0.174332624	0.836389377	0.006063363
ENST00000264896.2	SCARB2	4	12	77082865	77134696	1437	5.53E-06	1.28E-05	1.45E-06	63	133	6	64.50484956	144.5647561	20.91223441	0.116157299	0.470460656	3.230219979	0.072442869
ENST00000359707.4	G3BP2	4	11	76570613	76587209	1449	4.55E-06	1.49E-05	1.50E-06	60	83	2	55.30880887	170.6106238	20.96298683	-0.391052746	3.280727138	4.102700969	0.983145417
ENST00000324439.5	RCHY1	4	9	76407747	76439496	786	2.83E-06	7.86E-06	9.91E-07	22	64	2	33.93413605	87.32835846	14.20952003	1.270053904	1.221020633	3.208474192	0.823377801
ENST00000286733.4	NAAA	4	10	76836056	76862102	1080	7.23E-06	1.45E-05	1.14E-06	51	122	11	76.96063972	152.9980925	16.66300693	1.834554038	1.22576868	1.374231966	3.31E-06
ENST00000356260.5	SDAD1	4	22	76871902	76911994	2064	6.70E-06	1.76E-05	2.56E-06	83	242	20	83.9107007	206.4127871	37.61667403	0.061633398	-1.211551751	2.845269479	3.78E-09
ENST00000286719.7	PPEF2	4	16	76781819	76817478	2262	9.19E-06	2.34E-05	1.98E-06	125	276	19	110.879	271.2836423	29.18681278	-0.831362276	-0.140060382	1.867818445	7.34E-10
ENST00000306621.3	CXCL11	4	4	76955945	76957140	285	7.70E-07	2.43E-06	3.27E-07	13	32	2	10.18364816	28.83679518	5.217911272	-0.547122213	-0.288117446	1.395453802	0.12608338
ENST00000388914.3	CCDC158	4	23	77234322	77324360	3342	9.80E-06	2.94E-05	3.07E-06	124	431	27	118.4643632	336.2744081	43.30697601	-0.315297282	-2.526602726	2.454619642	2.99E-13
ENST00000316355.5	CCNG2	4	7	78079685	78087077	1035	3.31E-06	8.26E-06	7.60E-07	49	88	1	39.900963	95.24311312	11.36591672	-0.893003958	0.36301514	3.045756446	0.89320436
ENST00000512733.1	PAQR3	4	6	79841692	79860378	936	4.31E-06	9.74E-06	9.27E-07	47	120	5	51.339045	112.8379618	13.01466296	0.375421591	-0.32977908	2.200688038	0.020391704
ENST00000264893.6	11-Sep	4	10	77871056	77955665	1290	4.95E-06	1.22E-05	1.16E-06	46	89	3	56.69618646	136.6145148	16.54065782	0.880646572	1.992541206	3.298018109	0.681901564
ENST00000286794.4	NAA11	4	1	80246341	80247031	690	3.58E-06	7.69E-06	3.78E-07	35	87	4	40.98773	87.5738806	4.70217576	0.579808709	0.029995094	0.320764376	0.002822275
ENST00000395578.1	PRKG2	4	18	82010861	82126201	2289	7.36E-06	1.92E-05	2.16E-06	106	147	7	90.00290775	222.8068388	31.59997898	-1.045351095	2.484050381	4.33491912	0.449903081
ENST00000334306.2	SOWAHB	4	1	77816620	77819002	2382	1.57E-05	3.10E-05	1.51E-06	105	240	7	177.9734	351.4729136	17.47372263	3.39106799	2.908304347	2.481978591	0.004102368
ENST00000264895.6	FRAS1	4	74	78979163	79462278	12039	4.96E-05	0.000114498	9.13E-06	605	1394	59	544.5046459	1220.347477	122.0354296	-1.607204091	-2.431403566	5.652380951	2.29E-23
ENST00000315567.8	MRPL1	4	9	78784002	78873761	978	3.44E-06	8.88E-06	8.93E-07	41	112	9	42.756463	104.3468701	13.89074141	0.166527844	-0.366449435	1.299875406	3.21E-05
ENST00000296043.6	SHROOM3	4	11	77357205	77700330	5991	3.22E-05	6.98E-05	3.45E-06	309	676	9	369.380784	795.1744684	43.64774161	1.947651106	2.067133924	5.194978493	0.732358844
ENST00000264908.6	ANXA3	4	12	79475627	79531269	972	3.55E-06	8.17E-06	1.14E-06	49	104	15	44.76691849	96.59057634	17.74884741	-0.392217835	-0.368751073	0.646331376	2.04E-09
ENST00000282701.2	BMP3	4	3	81952438	81974690	1419	6.25E-06	1.49E-05	7.22E-07	81	168	3	65.92350136	157.0438816	9.005907223	-1.151144593	-0.427623843	1.982460586	0.110241118
ENST00000264903.4	CNOT6L	4	12	78641584	78740462	1668	6.18E-06	1.49E-05	1.30E-06	65	68	2	70.44206571	162.8067758	18.22867787	0.401973617	3.634290747	3.765262098	0.954497484
ENST00000307333.7	ANTXR2	4	16	80898732	80993714	1470	5.53E-06	1.39E-05	1.47E-06	58	133	4	54.50424335	127.4939429	17.88478739	-0.29354581	-0.238515062	3.252272949	0.405188748
ENST00000237654.4	CCNI	4	6	77969371	77987515	1134	3.30E-06	9.07E-06	5.92E-07	48	99	1	39.948008	105.3356518	9.22680628	-0.78977814	0.30194183	2.682842999	0.789094043
ENST00000312465.7	FGF5	4	3	81187978	81207826	807	3.60E-06	8.63E-06	5.86E-07	55	110	7	41.73567268	98.23594837	7.703152068	-1.272861249	-0.580547885	0.250960116	4.32E-05
ENST00000335016.5	BMP2K	4	16	79697697	79833187	3486	1.34E-05	3.22E-05	2.48E-06	137	372	11	133.7238729	332.7093504	33.04954428	-0.175631373	-1.053592315	3.799325565	0.001916525
ENST00000508675.1	C4orf22	4	7	81256922	81884766	753	3.19E-06	6.93E-06	6.23E-07	31	84	8	37.017906	77.3267264	8.80758743	0.613181714	-0.371184931	0.269557089	1.12E-05
ENST00000358842.3	GK2	4	1	80327692	80329354	1662	5.66E-06	1.49E-05	8.32E-07	68	191	11	64.51808	169.1988659	9.84189253	-0.268737039	-0.81977773	-0.365678328	2.90E-08
ENST00000286758.4	CXCL13	4	4	78527019	78532193	330	9.16E-07	2.85E-06	3.29E-07	12	34	1	12.057527	33.9921466	5.39960628	0.010271045	-0.000658562	1.875523289	0.461397955
ENST00000395226.2	AGPAT9	4	12	84457775	84525920	1305	4.88E-06	1.20E-05	1.46E-06	72	148	16	58.75451802	137.8135167	21.28431721	-1.071264084	-0.424419741	1.134615379	3.04E-09
ENST00000321945.7	FAM175A	4	9	84383621	84406225	1230	4.46E-06	1.10E-05	1.22E-06	47	133	4	50.53187253	122.8995264	16.83385901	0.308014726	-0.445640119	3.098525721	0.314878215
ENST00000264389.2	COPS4	4	10	83956377	83996583	1221	4.46E-06	1.11E-05	1.22E-06	71	55	0	53.03730793	126.7670316	17.50456827	-1.529079649	3.117727541	4.144435798	0.997696128
ENST00000405413.2	HPSE	4	12	84216496	84255935	1632	7.30E-06	1.52E-05	1.50E-06	70	173	15	74.75720324	157.0328748	20.95944036	0.341094191	-0.623228281	1.289452515	1.81E-08
ENST00000515780.2	TMEM150C	4	7	83406663	83425810	750	2.96E-06	7.17E-06	5.36E-07	32	55	4	31.78385215	72.06052504	7.392777133	-0.023768484	0.983015276	1.236064835	0.011339251
ENST00000319540.4	SCD5	4	5	83552479	83719690	993	5.81E-06	1.31E-05	6.85E-07	62	120	5	63.57060653	142.5523291	9.483995608	0.122120792	0.923889812	1.44231181	0.005017086
ENST00000426923.2	PLAC8	4	3	84015839	84029074	348	1.87E-06	3.99E-06	3.01E-07	11	28	1	21.42395074	44.33374155	4.50148788	1.396149804	1.199871949	1.634798782	0.372859442
ENST00000273920.3	ENOPH1	4	6	83351982	83381273	786	3.78E-06	7.70E-06	7.70E-07	38	52	6	44.95922427	88.85287785	11.05902015	0.643429039	1.912282996	1.506946166	0.001757841
ENST00000264400.2	RASGEF1B	4	13	82348921	82380662	1422	5.21E-06	1.36E-05	1.61E-06	62	136	5	63.14665982	156.4427337	23.19641012	0.089455884	0.799423773	3.742527267	0.488529662
ENST00000295470.5	HNRNPDL	4	7	83347211	83350843	1263	6.85E-06	1.55E-05	1.24E-06	89	114	2	74.82957036	166.9039979	16.48166919	-1.015537328	2.002956857	3.533520919	0.916051063
ENST00000295488.3	HELQ	4	18	84328605	84376846	3306	1.11E-05	2.83E-05	2.16E-06	129	343	21	129.5369212	319.0536211	30.97540858	0.029244627	-0.655729637	1.775463994	4.80E-11
ENST00000340417.3	LIN54	4	12	83849254	83905997	2250	7.36E-06	1.89E-05	1.87E-06	90	150	1	87.0743562	215.9411049	25.66991472	-0.194368196	2.194850787	4.82330939	0.999433599
ENST00000295888.4	WDFY3	4	65	85594020	85781744	10581	3.84E-05	9.72E-05	9.83E-06	493	733	8	460.4190932	1125.141352	138.0380309	-0.941316966	5.718146529	10.96379107	1
ENST00000311469.4	COQ2	4	7	84185351	84206067	1266	7.23E-06	1.54E-05	1.02E-06	53	107	7	48.79012491	106.0788744	10.45105403	-0.373639885	-0.043743017	1.057453649	0.00022402
ENST00000295886.4	NKX6-1	4	3	85414441	85419381	1104	1.24E-05	1.81E-05	5.73E-07	48	75	1	94.67945736	139.9458752	5.804667453	2.974044091	2.685270758	1.975442423	0.501554507
ENST00000395310.2	SEC31A	4	26	83740226	83803089	3663	1.23E-05	3.08E-05	3.36E-06	173	356	14	147.3215619	352.6830882	48.04062096	-1.311548077	-0.086388616	4.865000015	0.003699346
ENST00000295887.5	CDS1	4	13	85504554	85569839	1386	5.18E-06	1.22E-05	1.19E-06	47	118	7	56.72688048	131.1600285	18.16825498	0.800624004	0.562045769	2.595484317	0.005325533
ENST00000313899.7	HNRNPD	4	8	83276486	83294831	1068	6.45E-06	1.19E-05	1.10E-06	22	37	1	45.71788567	98.1753478	14.00107924	2.174615632	3.019894063	3.441821157	0.957344185
ENST00000302236.5	THAP9	4	5	83821955	83840077	2712	8.65E-06	2.25E-05	2.07E-06	95	222	18	100.13161	257.4014584	25.52750862	0.317919147	1.079276198	1.475831366	7.48E-10
ENST00000295491.4	MRPS18C	4	6	84377230	84382350	429	1.57E-06	3.79E-06	3.86E-07	24	53	4	20.254782	45.4322363	6.88289196	-0.51589702	-0.549163501	1.088510301	0.008973186
ENST00000359221.3	MAPK10	4	12	86938380	87115554	1395	5.72E-06	1.25E-05	1.23E-06	62	73	3	69.59289929	146.6393728	18.81975969	0.564254031	2.974413749	3.612289349	0.834149756
ENST00000237612.3	ABCG2	4	15	89013385	89061147	1968	7.39E-06	1.76E-05	2.05E-06	86	253	28	87.65639701	200.4961632	28.79156732	0.109678848	-1.813652453	0.14613185	1.37E-18
