Approved Symbol	Gene family description
RN7SL751P	RNAs, 7SL, cytoplasmic
RN7SL752P	RNAs, 7SL, cytoplasmic
RN7SL753P	RNAs, 7SL, cytoplasmic
RN7SL754P	RNAs, 7SL, cytoplasmic
RN7SL756P	RNAs, 7SL, cytoplasmic
RN7SL757P	RNAs, 7SL, cytoplasmic
RN7SL759P	RNAs, 7SL, cytoplasmic
RN7SL75P	RNAs, 7SL, cytoplasmic
RN7SL760P	RNAs, 7SL, cytoplasmic
RN7SL761P	RNAs, 7SL, cytoplasmic
RN7SL762P	RNAs, 7SL, cytoplasmic
RN7SL763P	RNAs, 7SL, cytoplasmic
RN7SL764P	RNAs, 7SL, cytoplasmic
RN7SL766P	RNAs, 7SL, cytoplasmic
RN7SL767P	RNAs, 7SL, cytoplasmic
RN7SL769P	RNAs, 7SL, cytoplasmic
RN7SL76P	RNAs, 7SL, cytoplasmic
RN7SL771P	RNAs, 7SL, cytoplasmic
RN7SL774P	RNAs, 7SL, cytoplasmic
RN7SL775P	RNAs, 7SL, cytoplasmic
RN7SL776P	RNAs, 7SL, cytoplasmic
RN7SL778P	RNAs, 7SL, cytoplasmic
RN7SL77P	RNAs, 7SL, cytoplasmic
RN7SL782P	RNAs, 7SL, cytoplasmic
RN7SL783P	RNAs, 7SL, cytoplasmic
RN7SL784P	RNAs, 7SL, cytoplasmic
RN7SL785P	RNAs, 7SL, cytoplasmic
RN7SL786P	RNAs, 7SL, cytoplasmic
RN7SL787P	RNAs, 7SL, cytoplasmic
RN7SL788P	RNAs, 7SL, cytoplasmic
RN7SL789P	RNAs, 7SL, cytoplasmic
RN7SL78P	RNAs, 7SL, cytoplasmic
RN7SL790P	RNAs, 7SL, cytoplasmic
RN7SL791P	RNAs, 7SL, cytoplasmic
RN7SL792P	RNAs, 7SL, cytoplasmic
RN7SL793P	RNAs, 7SL, cytoplasmic
RN7SL794P	RNAs, 7SL, cytoplasmic
RN7SL795P	RNAs, 7SL, cytoplasmic
RN7SL796P	RNAs, 7SL, cytoplasmic
RN7SL797P	RNAs, 7SL, cytoplasmic
RN7SL798P	RNAs, 7SL, cytoplasmic
RN7SL799P	RNAs, 7SL, cytoplasmic
RN7SL79P	RNAs, 7SL, cytoplasmic
RN7SL7P	RNAs, 7SL, cytoplasmic
RN7SL800P	RNAs, 7SL, cytoplasmic
RN7SL801P	RNAs, 7SL, cytoplasmic
RN7SL802P	RNAs, 7SL, cytoplasmic
RN7SL803P	RNAs, 7SL, cytoplasmic
RN7SL804P	RNAs, 7SL, cytoplasmic
RN7SL806P	RNAs, 7SL, cytoplasmic
RN7SL807P	RNAs, 7SL, cytoplasmic
RN7SL808P	RNAs, 7SL, cytoplasmic
RN7SL809P	RNAs, 7SL, cytoplasmic
RN7SL810P	RNAs, 7SL, cytoplasmic
RN7SL811P	RNAs, 7SL, cytoplasmic
RN7SL812P	RNAs, 7SL, cytoplasmic
RN7SL813P	RNAs, 7SL, cytoplasmic
RN7SL814P	RNAs, 7SL, cytoplasmic
RN7SL815P	RNAs, 7SL, cytoplasmic
RN7SL817P	RNAs, 7SL, cytoplasmic
RN7SL818P	RNAs, 7SL, cytoplasmic
RN7SL819P	RNAs, 7SL, cytoplasmic
RN7SL81P	RNAs, 7SL, cytoplasmic
RN7SL820P	RNAs, 7SL, cytoplasmic
RN7SL822P	RNAs, 7SL, cytoplasmic
RN7SL823P	RNAs, 7SL, cytoplasmic
RN7SL824P	RNAs, 7SL, cytoplasmic
RN7SL825P	RNAs, 7SL, cytoplasmic
RN7SL826P	RNAs, 7SL, cytoplasmic
RN7SL827P	RNAs, 7SL, cytoplasmic
RN7SL828P	RNAs, 7SL, cytoplasmic
RN7SL82P	RNAs, 7SL, cytoplasmic
RN7SL831P	RNAs, 7SL, cytoplasmic
RN7SL832P	RNAs, 7SL, cytoplasmic
RN7SL833P	RNAs, 7SL, cytoplasmic
RN7SL834P	RNAs, 7SL, cytoplasmic
RN7SL835P	RNAs, 7SL, cytoplasmic
RN7SL836P	RNAs, 7SL, cytoplasmic
RN7SL837P	RNAs, 7SL, cytoplasmic
RN7SL838P	RNAs, 7SL, cytoplasmic
RN7SL83P	RNAs, 7SL, cytoplasmic
RN7SL840P	RNAs, 7SL, cytoplasmic
RN7SL841P	RNAs, 7SL, cytoplasmic
RN7SL842P	RNAs, 7SL, cytoplasmic
RN7SL843P	RNAs, 7SL, cytoplasmic
RN7SL845P	RNAs, 7SL, cytoplasmic
RN7SL846P	RNAs, 7SL, cytoplasmic
RN7SL847P	RNAs, 7SL, cytoplasmic
RN7SL849P	RNAs, 7SL, cytoplasmic
RN7SL850P	RNAs, 7SL, cytoplasmic
RN7SL851P	RNAs, 7SL, cytoplasmic
RN7SL853P	RNAs, 7SL, cytoplasmic
RN7SL854P	RNAs, 7SL, cytoplasmic
RN7SL856P	RNAs, 7SL, cytoplasmic
RN7SL860P	RNAs, 7SL, cytoplasmic
RN7SL861P	RNAs, 7SL, cytoplasmic
RN7SL862P	RNAs, 7SL, cytoplasmic
RN7SL863P	RNAs, 7SL, cytoplasmic
RN7SL864P	RNAs, 7SL, cytoplasmic
RN7SL865P	RNAs, 7SL, cytoplasmic
RN7SL868P	RNAs, 7SL, cytoplasmic
RN7SL869P	RNAs, 7SL, cytoplasmic
RN7SL870P	RNAs, 7SL, cytoplasmic
RN7SL87P	RNAs, 7SL, cytoplasmic
RN7SL88P	RNAs, 7SL, cytoplasmic
RN7SL89P	RNAs, 7SL, cytoplasmic
RN7SL8P	RNAs, 7SL, cytoplasmic
RN7SL91P	RNAs, 7SL, cytoplasmic
RN7SL92P	RNAs, 7SL, cytoplasmic
RN7SL93P	RNAs, 7SL, cytoplasmic
RN7SL96P	RNAs, 7SL, cytoplasmic
RN7SL97P	RNAs, 7SL, cytoplasmic
RN7SL98P	RNAs, 7SL, cytoplasmic
RNY1	RNAs, Ro-associated Y
RNY3	RNAs, Ro-associated Y
RNY4	RNAs, Ro-associated Y
RNY5	RNAs, Ro-associated Y
RYR1	Ryanodine receptors
RYR2	Ryanodine receptors
RYR3	Ryanodine receptors
RPS23	S ribosomal proteins
RPS24	S ribosomal proteins
RPS25	S ribosomal proteins
RPS26	S ribosomal proteins
RPS27	S ribosomal proteins
RPS27A	S ribosomal proteins
RPS27L	S ribosomal proteins
RPS29	S ribosomal proteins
RPS3	S ribosomal proteins
RPS3A	S ribosomal proteins
RPS4X	S ribosomal proteins
RPS4Y1	S ribosomal proteins
RPS4Y2	S ribosomal proteins
RPS5	S ribosomal proteins
RPS6	S ribosomal proteins
RPS7	S ribosomal proteins
RPS8	S ribosomal proteins
RPS9	S ribosomal proteins
RPS28	S ribosomal proteins
FAU	S ribosomal proteins
RPS10	S ribosomal proteins
RPS11	S ribosomal proteins
RPS12	S ribosomal proteins
RPS13	S ribosomal proteins
RPS14	S ribosomal proteins
RPS15	S ribosomal proteins
RPS15A	S ribosomal proteins
RPS16	S ribosomal proteins
RPS17	S ribosomal proteins
RPS18	S ribosomal proteins
RPS19	S ribosomal proteins
RPS2	S ribosomal proteins
RPS20	S ribosomal proteins
RPS21	S ribosomal proteins
S100A1	S100 calcium binding proteins
S100A10	S100 calcium binding proteins
S100A11	S100 calcium binding proteins
S100A12	S100 calcium binding proteins
S100A13	S100 calcium binding proteins
S100A14	S100 calcium binding proteins
S100A16	S100 calcium binding proteins
S100A2	S100 calcium binding proteins
S100A3	S100 calcium binding proteins
S100A4	S100 calcium binding proteins
S100A5	S100 calcium binding proteins
S100A6	S100 calcium binding proteins
S100A7	S100 calcium binding proteins
S100A7A	S100 calcium binding proteins
S100A8	S100 calcium binding proteins
S100A9	S100 calcium binding proteins
S100B	S100 calcium binding proteins
S100G	S100 calcium binding proteins
S100P	S100 calcium binding proteins
S100Z	S100 calcium binding proteins
TCHHL1	S100 calcium binding proteins
FLG	S100 fused type protein family
FLG2	S100 fused type protein family
TCHH	S100 fused type protein family
TCHHL1	S100 fused type protein family
CRNN	S100 fused type protein family
RPTN	S100 fused type protein family
HRNR	S100 fused type protein family
TRRAP	SAGA complex
SUPT7L	SAGA complex
SUPT3H	SAGA complex
SUPT20H	SAGA complex
TAF6L	SAGA complex
TAF10	SAGA complex
TAF12	SAGA complex
TADA1	SAGA complex
TADA2B	SAGA complex
USP22	SAGA complex
ATXN7	SAGA complex
ATXN7L3	SAGA complex
ENY2	SAGA complex
TADA3	SAGA complex
SGF29	SAGA complex
KAT2A	SAGA complex
KAT2B	SAGA complex
SAMSN1	SAM and SH3 domain containing
SASH1	SAM and SH3 domain containing
SASH3	SAM and SH3 domain containing
CD163	Scavenger receptor cysteine rich domain containing
CD163L1	Scavenger receptor cysteine rich domain containing
CD5	Scavenger receptor cysteine rich domain containing
CD5L	Scavenger receptor cysteine rich domain containing
CD6	Scavenger receptor cysteine rich domain containing
CFI	Scavenger receptor cysteine rich domain containing
DMBT1	Scavenger receptor cysteine rich domain containing
HHIPL1	Scavenger receptor cysteine rich domain containing
LGALS3BP	Scavenger receptor cysteine rich domain containing
LOXL2	Scavenger receptor cysteine rich domain containing
LOXL3	Scavenger receptor cysteine rich domain containing
LOXL4	Scavenger receptor cysteine rich domain containing
MARCO	Scavenger receptor cysteine rich domain containing
MSR1	Scavenger receptor cysteine rich domain containing
PGBD1	Scavenger receptor cysteine rich domain containing
PRSS12	Scavenger receptor cysteine rich domain containing
SCARA5	Scavenger receptor cysteine rich domain containing
SSC4D	Scavenger receptor cysteine rich domain containing
SSC5D	Scavenger receptor cysteine rich domain containing
TMPRSS13	Scavenger receptor cysteine rich domain containing
TMPRSS15	Scavenger receptor cysteine rich domain containing
TMPRSS2	Scavenger receptor cysteine rich domain containing
TMPRSS3	Scavenger receptor cysteine rich domain containing
TMPRSS4	Scavenger receptor cysteine rich domain containing
TMPRSS5	Scavenger receptor cysteine rich domain containing
CORIN	Scavenger receptor cysteine rich domain containing
HPN	Scavenger receptor cysteine rich domain containing
SCART1	Scavenger receptor cysteine rich domain containing
AGER	Scavenger receptors
CD14	Scavenger receptors
CD163	Scavenger receptors
CD163L1	Scavenger receptors
CD207	Scavenger receptors
CD209	Scavenger receptors
CD36	Scavenger receptors
CD68	Scavenger receptors
CLEC7A	Scavenger receptors
COLEC12	Scavenger receptors
CXCL16	Scavenger receptors
LY75	Scavenger receptors
MARCO	Scavenger receptors
MEGF10	Scavenger receptors
MRC1	Scavenger receptors
MSR1	Scavenger receptors
OLR1	Scavenger receptors
SCARA3	Scavenger receptors
SCARA5	Scavenger receptors
SCARB1	Scavenger receptors
SCARB2	Scavenger receptors
SCARF1	Scavenger receptors
SCARF2	Scavenger receptors
SSC4D	Scavenger receptors
SSC5D	Scavenger receptors
STAB1	Scavenger receptors
STAB2	Scavenger receptors
SKP1	SCF complex
CUL1	SCF complex
RBX1	SCF complex
SLFN11	Schlafen family
SLFN12	Schlafen family
SLFN12L	Schlafen family
SLFN13	Schlafen family
SLFN14	Schlafen family
SLFN5	Schlafen family
SLFNL1	Schlafen family
SCRIB	Scribble complex
LLGL1	Scribble complex
LLGL2	Scribble complex
DLG1	Scribble complex
SCYL1	SCY1 like pseudokinases
SCYL2	SCY1 like pseudokinases
SCYL3	SCY1 like pseudokinases
SEC14L1	SEC14 family
SEC14L2	SEC14 family
SEC14L3	SEC14 family
SEC14L4	SEC14 family
SEC14L5	SEC14 family
SEC14L6	SEC14 family
FRZB	Secreted frizzled-related proteins
SFRP1	Secreted frizzled-related proteins
SFRP2	Secreted frizzled-related proteins
SFRP4	Secreted frizzled-related proteins
SFRP5	Secreted frizzled-related proteins
SCGB1A1	Secretoglobins
SCGB1B1P	Secretoglobins
SCGB1B2P	Secretoglobins
SCGB1B3P	Secretoglobins
SCGB1C1	Secretoglobins
SCGB1D1	Secretoglobins
SCGB1D2	Secretoglobins
SCGB1D4	Secretoglobins
SCGB1D5P	Secretoglobins
SCGB2A1	Secretoglobins
SCGB2A2	Secretoglobins
SCGB2B1P	Secretoglobins
SCGB2B2	Secretoglobins
SCGB2B3P	Secretoglobins
SCGB3A1	Secretoglobins
SCGB3A2	Secretoglobins
SCGB1C2	Secretoglobins
SCAMP1	Secretory carrier membrane proteins
SCAMP2	Secretory carrier membrane proteins
SCAMP3	Secretory carrier membrane proteins
SCAMP4	Secretory carrier membrane proteins
SCAMP5	Secretory carrier membrane proteins
SELE	Selectins
SELL	Selectins
SELP	Selectins
DIO1	Selenoproteins
DIO2	Selenoproteins
DIO3	Selenoproteins
GPX1	Selenoproteins
GPX2	Selenoproteins
GPX3	Selenoproteins
GPX4	Selenoproteins
GPX6	Selenoproteins
MSRB1	Selenoproteins
SELENOH	Selenoproteins
SELENOI	Selenoproteins
SELENON	Selenoproteins
SELENOP	Selenoproteins
SELENOS	Selenoproteins
SELENOW	Selenoproteins
SEPHS2	Selenoproteins
TXNRD1	Selenoproteins
TXNRD2	Selenoproteins
TXNRD3	Selenoproteins
SELENOV	Selenoproteins
SELENOT	Selenoproteins
SELENOO	Selenoproteins
SELENOM	Selenoproteins
SELENOK	Selenoproteins
SELENOF	Selenoproteins
SEMA3A	Semaphorins
SEMA3B	Semaphorins
SEMA3C	Semaphorins
SEMA3D	Semaphorins
SEMA3E	Semaphorins
SEMA3F	Semaphorins
SEMA3G	Semaphorins
SEMA4A	Semaphorins
SEMA4B	Semaphorins
SEMA4C	Semaphorins
SEMA4D	Semaphorins
SEMA4F	Semaphorins
SEMA4G	Semaphorins
SEMA5A	Semaphorins
SEMA5B	Semaphorins
SEMA6A	Semaphorins
SEMA6B	Semaphorins
SEMA6C	Semaphorins
SEMA6D	Semaphorins
SEMA7A	Semaphorins
SEPT1	Septins
SEPT10	Septins
SEPT11	Septins
SEPT12	Septins
SEPT14	Septins
SEPT2	Septins
SEPT3	Septins
SEPT4	Septins
SEPT5	Septins
SEPT6	Septins
SEPT7	Septins
SEPT8	Septins
SEPT9	Septins
SRSF1	Serine and arginine rich splicing factors
SRSF10	Serine and arginine rich splicing factors
SRSF11	Serine and arginine rich splicing factors
SRSF12	Serine and arginine rich splicing factors
SRSF2	Serine and arginine rich splicing factors
SRSF3	Serine and arginine rich splicing factors
SRSF4	Serine and arginine rich splicing factors
SRSF5	Serine and arginine rich splicing factors
SRSF6	Serine and arginine rich splicing factors
SRSF7	Serine and arginine rich splicing factors
SRSF8	Serine and arginine rich splicing factors
SRSF9	Serine and arginine rich splicing factors
SPINK1	Serine peptidase inhibitors, Kazal type
SPINK13	Serine peptidase inhibitors, Kazal type
SPINK14	Serine peptidase inhibitors, Kazal type
SPINK2	Serine peptidase inhibitors, Kazal type
SPINK4	Serine peptidase inhibitors, Kazal type
SPINK5	Serine peptidase inhibitors, Kazal type
SPINK6	Serine peptidase inhibitors, Kazal type
SPINK7	Serine peptidase inhibitors, Kazal type
SPINK8	Serine peptidase inhibitors, Kazal type
SPINK9	Serine peptidase inhibitors, Kazal type
SSU72	Serine/threonine phosphatases
PGAM5	Serine/threonine phosphatases
AGT	Serpin peptidase inhibitors
SERPINA1	Serpin peptidase inhibitors
SERPINA10	Serpin peptidase inhibitors
SERPINA11	Serpin peptidase inhibitors
SERPINA12	Serpin peptidase inhibitors
SERPINA13P	Serpin peptidase inhibitors
SERPINA2	Serpin peptidase inhibitors
SERPINA3	Serpin peptidase inhibitors
SERPINA4	Serpin peptidase inhibitors
SERPINA5	Serpin peptidase inhibitors
SERPINA6	Serpin peptidase inhibitors
SERPINA7	Serpin peptidase inhibitors
SERPINA9	Serpin peptidase inhibitors
SERPINB1	Serpin peptidase inhibitors
SERPINB10	Serpin peptidase inhibitors
SERPINB11	Serpin peptidase inhibitors
SERPINB12	Serpin peptidase inhibitors
SERPINB13	Serpin peptidase inhibitors
SERPINB2	Serpin peptidase inhibitors
SERPINB3	Serpin peptidase inhibitors
SERPINB4	Serpin peptidase inhibitors
SERPINB5	Serpin peptidase inhibitors
SERPINB6	Serpin peptidase inhibitors
SERPINB7	Serpin peptidase inhibitors
SERPINB8	Serpin peptidase inhibitors
SERPINB9	Serpin peptidase inhibitors
SERPINC1	Serpin peptidase inhibitors
SERPIND1	Serpin peptidase inhibitors
SERPINE1	Serpin peptidase inhibitors
SERPINE2	Serpin peptidase inhibitors
SERPINE3	Serpin peptidase inhibitors
SERPINF1	Serpin peptidase inhibitors
SERPINF2	Serpin peptidase inhibitors
SERPING1	Serpin peptidase inhibitors
SERPINH1	Serpin peptidase inhibitors
SERPINI1	Serpin peptidase inhibitors
SERPINI2	Serpin peptidase inhibitors
SETD3	SET domain containing
SETD4	SET domain containing
SETD5	SET domain containing
SETD6	SET domain containing
SETD9	SET domain containing
SETMAR	SET domain containing
SMYD4	SET domain containing
SMYD5	SET domain containing
SUV39H1	SET domain containing
SUV39H2	SET domain containing
ZFPM1	SET domain containing
ZFPM2	SET domain containing
KMT2A	SET domain containing
KMT2B	SET domain containing
KMT2C	SET domain containing
KMT2D	SET domain containing
KMT2E	SET domain containing
KMT5A	SET domain containing
KMT5C	SET domain containing
SETD1A	SET domain containing
SETD1B	SET domain containing
SETDB1	SET domain containing
SETD2	SET domain containing
SETD7	SET domain containing
SETDB2	SET domain containing
EZH1	SET domain containing
EZH2	SET domain containing
EHMT1	SET domain containing
EHMT2	SET domain containing
NSD2	SET domain containing
NSD3	SET domain containing
SMYD3	SET domain containing
SMYD1	SET domain containing
SMYD2	SET domain containing
ASH1L	SET domain containing
ALKBH8	Seven-beta-strand methyltransferase motif containing
AS3MT	Seven-beta-strand methyltransferase motif containing
ASMT	Seven-beta-strand methyltransferase motif containing
ASMTL	Seven-beta-strand methyltransferase motif containing
BCDIN3D	Seven-beta-strand methyltransferase motif containing
BMT2	Seven-beta-strand methyltransferase motif containing
BUD23	Seven-beta-strand methyltransferase motif containing
CAMKMT	Seven-beta-strand methyltransferase motif containing
CARNMT1	Seven-beta-strand methyltransferase motif containing
CIAPIN1	Seven-beta-strand methyltransferase motif containing
CMTR1	Seven-beta-strand methyltransferase motif containing
CMTR2	Seven-beta-strand methyltransferase motif containing
COMT	Seven-beta-strand methyltransferase motif containing
COMTD1	Seven-beta-strand methyltransferase motif containing
COQ3	Seven-beta-strand methyltransferase motif containing
COQ5	Seven-beta-strand methyltransferase motif containing
DIMT1	Seven-beta-strand methyltransferase motif containing
DNMT1	Seven-beta-strand methyltransferase motif containing
DOT1L	Seven-beta-strand methyltransferase motif containing
EEF1AKMT1	Seven-beta-strand methyltransferase motif containing
EEF2KMT	Seven-beta-strand methyltransferase motif containing
FAM173A	Seven-beta-strand methyltransferase motif containing
FAM173B	Seven-beta-strand methyltransferase motif containing
FAM86B1	Seven-beta-strand methyltransferase motif containing
FAM86B2	Seven-beta-strand methyltransferase motif containing
FASN	Seven-beta-strand methyltransferase motif containing
FBL	Seven-beta-strand methyltransferase motif containing
FBLL1	Seven-beta-strand methyltransferase motif containing
FTSJ1	Seven-beta-strand methyltransferase motif containing
FTSJ3	Seven-beta-strand methyltransferase motif containing
GAMT	Seven-beta-strand methyltransferase motif containing
GNMT	Seven-beta-strand methyltransferase motif containing
GSTCD	Seven-beta-strand methyltransferase motif containing
HEMK1	Seven-beta-strand methyltransferase motif containing
HENMT1	Seven-beta-strand methyltransferase motif containing
HNMT	Seven-beta-strand methyltransferase motif containing
INMT	Seven-beta-strand methyltransferase motif containing
KIAA1456	Seven-beta-strand methyltransferase motif containing
LCMT1	Seven-beta-strand methyltransferase motif containing
LCMT2	Seven-beta-strand methyltransferase motif containing
MEPCE	Seven-beta-strand methyltransferase motif containing
MRM2	Seven-beta-strand methyltransferase motif containing
N6AMT1	Seven-beta-strand methyltransferase motif containing
NDUFAF5	Seven-beta-strand methyltransferase motif containing
NDUFAF7	Seven-beta-strand methyltransferase motif containing
NNMT	Seven-beta-strand methyltransferase motif containing
PCMT1	Seven-beta-strand methyltransferase motif containing
PCMTD1	Seven-beta-strand methyltransferase motif containing
PCMTD2	Seven-beta-strand methyltransferase motif containing
PNMT	Seven-beta-strand methyltransferase motif containing
RNMT	Seven-beta-strand methyltransferase motif containing
RRP8	Seven-beta-strand methyltransferase motif containing
TFB1M	Seven-beta-strand methyltransferase motif containing
TFB2M	Seven-beta-strand methyltransferase motif containing
TGS1	Seven-beta-strand methyltransferase motif containing
THUMPD2	Seven-beta-strand methyltransferase motif containing
THUMPD3	Seven-beta-strand methyltransferase motif containing
TPMT	Seven-beta-strand methyltransferase motif containing
TRDMT1	Seven-beta-strand methyltransferase motif containing
TRMT1	Seven-beta-strand methyltransferase motif containing
TRMT11	Seven-beta-strand methyltransferase motif containing
TRMT13	Seven-beta-strand methyltransferase motif containing
TRMT1L	Seven-beta-strand methyltransferase motif containing
TRMT2A	Seven-beta-strand methyltransferase motif containing
TRMT2B	Seven-beta-strand methyltransferase motif containing
TRMT5	Seven-beta-strand methyltransferase motif containing
TRMT61A	Seven-beta-strand methyltransferase motif containing
TRMT61B	Seven-beta-strand methyltransferase motif containing
WBSCR27	Seven-beta-strand methyltransferase motif containing
ZCCHC4	Seven-beta-strand methyltransferase motif containing
ABL1	SH2 domain containing
ABL2	SH2 domain containing
BCAR3	SH2 domain containing
BLK	SH2 domain containing
BLNK	SH2 domain containing
BMX	SH2 domain containing
BTK	SH2 domain containing
CHN1	SH2 domain containing
CHN2	SH2 domain containing
CISH	SH2 domain containing
CLNK	SH2 domain containing
CRK	SH2 domain containing
CRKL	SH2 domain containing
CSK	SH2 domain containing
DAPP1	SH2 domain containing
FER	SH2 domain containing
FES	SH2 domain containing
FGR	SH2 domain containing
FRK	SH2 domain containing
FYN	SH2 domain containing
GRAP	SH2 domain containing
GRAP2	SH2 domain containing
GRAPL	SH2 domain containing
GRB10	SH2 domain containing
GRB14	SH2 domain containing
GRB2	SH2 domain containing
GRB7	SH2 domain containing
HCK	SH2 domain containing
HSH2D	SH2 domain containing
INPP5D	SH2 domain containing
INPPL1	SH2 domain containing
ITK	SH2 domain containing
JAK2	SH2 domain containing
LCK	SH2 domain containing
LCP2	SH2 domain containing
LYN	SH2 domain containing
MATK	SH2 domain containing
NCK1	SH2 domain containing
NCK2	SH2 domain containing
PIK3R1	SH2 domain containing
PIK3R2	SH2 domain containing
PIK3R3	SH2 domain containing
PLCG1	SH2 domain containing
PLCG2	SH2 domain containing
PTK6	SH2 domain containing
PTPN11	SH2 domain containing
PTPN6	SH2 domain containing
RASA1	SH2 domain containing
SH2B1	SH2 domain containing
SH2B2	SH2 domain containing
SH2B3	SH2 domain containing
SH2D1A	SH2 domain containing
SH2D1B	SH2 domain containing
SH2D2A	SH2 domain containing
SH2D3A	SH2 domain containing
SH2D3C	SH2 domain containing
SH2D4A	SH2 domain containing
SH2D4B	SH2 domain containing
SH2D6	SH2 domain containing
SH2D7	SH2 domain containing
SH3BP2	SH2 domain containing
SHB	SH2 domain containing
SHC1	SH2 domain containing
SHC2	SH2 domain containing
SHC3	SH2 domain containing
SHC4	SH2 domain containing
SHD	SH2 domain containing
SHE	SH2 domain containing
SHF	SH2 domain containing
SLA	SH2 domain containing
SLA2	SH2 domain containing
SOCS1	SH2 domain containing
SOCS2	SH2 domain containing
SOCS3	SH2 domain containing
SOCS4	SH2 domain containing
SOCS5	SH2 domain containing
SOCS6	SH2 domain containing
SOCS7	SH2 domain containing
SRC	SH2 domain containing
SRMS	SH2 domain containing
STAP1	SH2 domain containing
STAT1	SH2 domain containing
STAT2	SH2 domain containing
STAT3	SH2 domain containing
STAT4	SH2 domain containing
STAT5A	SH2 domain containing
STAT5B	SH2 domain containing
STAT6	SH2 domain containing
SUPT6H	SH2 domain containing
SYK	SH2 domain containing
TEC	SH2 domain containing
TNS2	SH2 domain containing
TNS1	SH2 domain containing
TNS3	SH2 domain containing
TNS4	SH2 domain containing
TXK	SH2 domain containing
VAV1	SH2 domain containing
VAV2	SH2 domain containing
VAV3	SH2 domain containing
YES1	SH2 domain containing
ZAP70	SH2 domain containing
TERF1	Shelterin complex
TERF2	Shelterin complex
TERF2IP	Shelterin complex
POT1	Shelterin complex
ACD	Shelterin complex
TINF2	Shelterin complex
SHISA2	Shisa family members
SHISA3	Shisa family members
SHISA4	Shisa family members
SHISA5	Shisa family members
SHISA6	Shisa family members
SHISA7	Shisa family members
SHISA8	Shisa family members
SHISA9	Shisa family members
BDH1	Short chain dehydrogenase/reductase superfamily
BDH2	Short chain dehydrogenase/reductase superfamily
BLVRB	Short chain dehydrogenase/reductase superfamily
CBR1	Short chain dehydrogenase/reductase superfamily
CBR3	Short chain dehydrogenase/reductase superfamily
CBR4	Short chain dehydrogenase/reductase superfamily
DCXR	Short chain dehydrogenase/reductase superfamily
DECR1	Short chain dehydrogenase/reductase superfamily
DECR2	Short chain dehydrogenase/reductase superfamily
DHRS1	Short chain dehydrogenase/reductase superfamily
DHRS11	Short chain dehydrogenase/reductase superfamily
DHRS12	Short chain dehydrogenase/reductase superfamily
DHRS13	Short chain dehydrogenase/reductase superfamily
DHRS2	Short chain dehydrogenase/reductase superfamily
DHRS3	Short chain dehydrogenase/reductase superfamily
DHRS4	Short chain dehydrogenase/reductase superfamily
DHRS4L1	Short chain dehydrogenase/reductase superfamily
DHRS4L2	Short chain dehydrogenase/reductase superfamily
DHRS7	Short chain dehydrogenase/reductase superfamily
DHRS7B	Short chain dehydrogenase/reductase superfamily
DHRS7C	Short chain dehydrogenase/reductase superfamily
DHRS9	Short chain dehydrogenase/reductase superfamily
FAR1	Short chain dehydrogenase/reductase superfamily
FAR2	Short chain dehydrogenase/reductase superfamily
FASN	Short chain dehydrogenase/reductase superfamily
GALE	Short chain dehydrogenase/reductase superfamily
GMDS	Short chain dehydrogenase/reductase superfamily
HPGD	Short chain dehydrogenase/reductase superfamily
HSD11B1	Short chain dehydrogenase/reductase superfamily
HSD11B1L	Short chain dehydrogenase/reductase superfamily
HSD11B2	Short chain dehydrogenase/reductase superfamily
HSD17B1	Short chain dehydrogenase/reductase superfamily
HSD17B10	Short chain dehydrogenase/reductase superfamily
HSD17B11	Short chain dehydrogenase/reductase superfamily
HSD17B12	Short chain dehydrogenase/reductase superfamily
HSD17B13	Short chain dehydrogenase/reductase superfamily
HSD17B14	Short chain dehydrogenase/reductase superfamily
HSD17B2	Short chain dehydrogenase/reductase superfamily
HSD17B3	Short chain dehydrogenase/reductase superfamily
HSD17B4	Short chain dehydrogenase/reductase superfamily
HSD17B6	Short chain dehydrogenase/reductase superfamily
HSD17B7	Short chain dehydrogenase/reductase superfamily
HSD17B8	Short chain dehydrogenase/reductase superfamily
HSD3B1	Short chain dehydrogenase/reductase superfamily
HSD3B2	Short chain dehydrogenase/reductase superfamily
HSD3B7	Short chain dehydrogenase/reductase superfamily
HSDL1	Short chain dehydrogenase/reductase superfamily
HSDL2	Short chain dehydrogenase/reductase superfamily
HTATIP2	Short chain dehydrogenase/reductase superfamily
KDSR	Short chain dehydrogenase/reductase superfamily
MAT2B	Short chain dehydrogenase/reductase superfamily
NDUFA9	Short chain dehydrogenase/reductase superfamily
NMRAL1	Short chain dehydrogenase/reductase superfamily
NSDHL	Short chain dehydrogenase/reductase superfamily
PECR	Short chain dehydrogenase/reductase superfamily
QDPR	Short chain dehydrogenase/reductase superfamily
RDH10	Short chain dehydrogenase/reductase superfamily
RDH11	Short chain dehydrogenase/reductase superfamily
RDH12	Short chain dehydrogenase/reductase superfamily
RDH13	Short chain dehydrogenase/reductase superfamily
RDH14	Short chain dehydrogenase/reductase superfamily
RDH16	Short chain dehydrogenase/reductase superfamily
RDH5	Short chain dehydrogenase/reductase superfamily
RDH8	Short chain dehydrogenase/reductase superfamily
SDR16C5	Short chain dehydrogenase/reductase superfamily
SDR16C6P	Short chain dehydrogenase/reductase superfamily
SDR39U1	Short chain dehydrogenase/reductase superfamily
SDR42E1	Short chain dehydrogenase/reductase superfamily
