accession_number	gene	all_gene_names
Q8N9V2	TRIML1	TRIML1
Q8IZ63	PRR22	PRR22
Q99575	POP1	POP1
Q9BUJ2	HNRNPUL1	HNRNPUL1
Q5T681	C10orf62	C10orf62
Q8N9V3	WDSUB1	WDSUB1
Q99576	TSC22D3	TSC22D3
Q4U2R6	MRPL51	MRPL51
Q63HR2	TNS2	TNS2
Q4U2R8	SLC22A6	SLC22A6
Q99578	RIT2	RIT2
Q9H4X1	RGCC	RGCC
Q86XH1	IQCA1	IQCA1
P01889	HLA-B	HLA-B
P03989	HLA-B	HLA-B
P10319	HLA-B	HLA-B
P18463	HLA-B	HLA-B
P18464	HLA-B	HLA-B
P18465	HLA-B	HLA-B
P30460	HLA-B	HLA-B
P30461	HLA-B	HLA-B
P30462	HLA-B	HLA-B
P30464	HLA-B	HLA-B
P30466	HLA-B	HLA-B
P30475	HLA-B	HLA-B
P30479	HLA-B	HLA-B
P30480	HLA-B	HLA-B
P30481	HLA-B	HLA-B
P30483	HLA-B	HLA-B
P30484	HLA-B	HLA-B
P30485	HLA-B	HLA-B
P30486	HLA-B	HLA-B
P30487	HLA-B	HLA-B
P30488	HLA-B	HLA-B
P30490	HLA-B	HLA-B
P30491	HLA-B	HLA-B
P30492	HLA-B	HLA-B
P30493	HLA-B	HLA-B
P30495	HLA-B	HLA-B
P30498	HLA-B	HLA-B
P30685	HLA-B	HLA-B
Q04826	HLA-B	HLA-B
Q29718	HLA-B	HLA-B
Q29836	HLA-B	HLA-B
Q29940	HLA-B	HLA-B
Q31610	HLA-B	HLA-B
Q31612	HLA-B	HLA-B
Q95365	HLA-B	HLA-B
A6NL05	FAM74A7	FAM74A7
Q8N9V6	ANKRD53	ANKRD53
Q8N9V7	TOPAZ1	TOPAZ1
O95371	OR2C1	OR2C1
Q5T686	AVPI1	AVPI1
Q8IZ69	TRMT2A	TRMT2A
P60880	SNAP25	SNAP25
O95372	LYPLA2	LYPLA2
P01903	HLA-DRA	HLA-DRA
Q7L523	RRAGA	RRAGA
O15460	P4HA2	P4HA2
A6NL08	OR6C75	OR6C75
O95373	IPO7	IPO7
P09228	CST2	CST2
P27144	AK4	AK4
Q8N1F7	NUP93	NUP93
Q8N1F8	STK11IP	STK11IP
P01906	HLA-DQA2	HLA-DQA2
Q6UXS0	CLEC19A	CLEC19A
Q10567	AP1B1	AP1B1
P07988	SFTPB	SFTPB
O95376	ARIH2	ARIH2
Q7RTM1	OTOP1	OTOP1
O95377	GJB5	GJB5
P01909	HLA-DQA1	HLA-DQA1
A6NJI1	C11orf86	C11orf86
O95379	TNFAIP8	TNFAIP8
O15466	ST8SIA5	ST8SIA5
Q9UKY0	PRND	PRND
Q9UKY1	ZHX1	ZHX1
O15467	CCL16	CCL16
Q9HCK0	ZBTB26	ZBTB26
Q01831	XPC	XPC
Q2TAK8	PWWP3A	PWWP3A
Q14451	GRB7	GRB7
Q9HCK1	ZDBF2	ZDBF2
Q9UKY3	CES1P1	CES1P1
Q9UKY4	POMT2	POMT2
Q96KC2	ARL5B	ARL5B
A0PK00	TMEM120B	TMEM120B
Q6UXS9	CASP12	CASP12
Q9HCK4	ROBO2	ROBO2
P15391	CD19	CD19
P02771	AFP	AFP
A6NJI9	LRRC72	LRRC72
Q00056	HOXA4	HOXA4
Q9UKY7	CDV3	CDV3
Q9HCK5	AGO4	AGO4
Q14457	BECN1	BECN1
Q96C34	RUNDC1	RUNDC1
B2RC85	RSPH10B2	RSPH10B2
P02774	GC	GC
A0PK05	TMEM72	TMEM72
Q00059	TFAM	TFAM
Q9Y3U8	RPL36	RPL36
P02775	PPBP	PPBP
Q96KC8	DNAJC1	DNAJC1
Q9HCK8	CHD8	CHD8
Q4VX62	C6orf99	C6orf99
Q96C36	PYCR2	PYCR2
P02776	PF4	PF4
Q96KC9	CABS1	CABS1
Q9NZV1	CRIM1	CRIM1
P54252	ATXN3	ATXN3
Q9P2U7	SLC17A7	SLC17A7
P02778	CXCL10	CXCL10
P54253	ATXN1	ATXN1
Q9P2U8	SLC17A6	SLC17A6
Q9BZF1	OSBPL8	OSBPL8
Q8WVT3	TRAPPC12	TRAPPC12
Q9BZF2	OSBPL7	OSBPL7
Q9NRF2	SH2B1	SH2B1
Q9NZV5	SELENON	SELENON
Q9BZF3	OSBPL6	OSBPL6
Q9NZV6	MSRB1	MSRB1
P54257	HAP1	HAP1
Q17RY0	CPEB4	CPEB4
Q9BR61	ACBD6	ACBD6
Q9NZV7	ZIM2	ZIM2
Q9NZV8	KCND2	KCND2
P54259	ATN1	ATN1
Q9H1D0	TRPV6	TRPV6
Q9H9T3	ELP3	ELP3
O95831	AIFM1	AIFM1
O60493	SNX3	SNX3
O95832	CLDN1	CLDN1
Q9BZF9	UACA	UACA
Q86U42	PABPN1	PABPN1
Q496H8	NRN1L	NRN1L
Q53RD9	FBLN7	FBLN7
Q7Z388	DPY19L4	DPY19L4
O60494	CUBN	CUBN
Q9NRF8	CTPS2	CTPS2
O95833	CLIC3	CLIC3
Q6P5X5	C22orf39	C22orf39
Q9NRF9	POLE3	POLE3
P0C645	OR4E1	OR4E1
Q17RY6	LY6K	LY6K
O95834	EML2	EML2
Q6P5X7	TMEM71	TMEM71
P0C646	OR52Z1	OR52Z1
P59922	OR2B8P	OR2B8P
Q86U44	METTL3	METTL3
O95835	LATS1	LATS1
O60496	DOK2	DOK2
P59923	ZNF445	ZNF445
Q5MJ10	SPANXN2	SPANXN2
Q0VGE8	ZNF816	ZNF816
Q6ZMI0	PPP1R21	PPP1R21
O95837	GNA14	GNA14
Q6NUI1	CCDC144NL	CCDC144NL
O60499	STX10	STX10
Q6NUI2	GPAT2	GPAT2
O95838	GLP2R	GLP2R
Q6QN14	USP17L6P	USP17L6P
Q9H1D9	POLR3F	POLR3F
Q6ZMI3	GLDN	GLDN
P24588	AKAP5	AKAP5
Q13131	PRKAA1	PRKAA1
Q5SRI9	MANEA	MANEA
Q93045	STMN2	STMN2
Q9UPU3	SORCS3	SORCS3
Q6NUI6	CHADL	CHADL
Q13133	NR1H3	NR1H3
Q9UPU5	USP24	USP24
Q14914	PTGR1	PTGR1
P49411	TUFM	TUFM
Q9UPU7	TBC1D2B	TBC1D2B
Q14916	SLC17A1	SLC17A1
Q13136	PPFIA1	PPFIA1
P28472	GABRB3	GABRB3
Q9UHE5	NAT8	NAT8
Q13137	CALCOCO2	CALCOCO2
Q9UPU9	SAMD4A	SAMD4A
Q86SM5	MRGPRG	MRGPRG
P54710	FXYD2	FXYD2
Q14919	DRAP1	DRAP1
Q9UHE8	STEAP1	STEAP1
P28476	GABRR2	GABRR2
Q86SM8	MRGPRE	MRGPRE
P40313	CTRL	CTRL
P49418	AMPH	AMPH
Q8NCN2	ZBTB34	ZBTB34
Q9NWB1	RBFOX1	RBFOX1
P49419	ALDH7A1	ALDH7A1
Q5FWF4	ZRANB3	ZRANB3
Q8TCV5	WFDC5	WFDC5
Q8NCN4	RNF169	RNF169
P33778	HIST1H2BB	HIST1H2BB
Q96FH0	BORCS8	BORCS8
Q8NCN5	PDPR	PDPR
Q5FWF5	ESCO1	ESCO1
Q15782	CHI3L2	CHI3L2
Q5FWF6	ZNF789	ZNF789
Q96NX5	CAMK1G	CAMK1G
Q6P2D0	ZFP1	ZFP1
Q15784	NEUROD2	NEUROD2
Q5FWF7	FBXO48	FBXO48
Q9NWB6	ARGLU1	ARGLU1
Q15785	TOMM34	TOMM34
Q9NWB7	IFT57	IFT57
Q86Z02	HIPK1	HIPK1
A6NEN9	CXorf65	CXorf65
Q9BW27	NUP85	NUP85
Q96NX9	DACH2	DACH2
Q15788	NCOA1	NCOA1
Q2QL34	MPV17L	MPV17L
Q6MZW2	FSTL4	FSTL4
O14602	EIF1AY	EIF1AY
P10643	C7	C7
O14603	PRY	PRY|PRY2|PRYP3|PRYP4
P10644	PRKAR1A	PRKAR1A
O00203	AP3B1	AP3B1
P41180	CASR	CASR
O14604	TMSB4Y	TMSB4Y
O00204	SULT2B1	SULT2B1
Q99581	FEV	FEV
P10645	CHGA	CHGA
P41181	AQP2	AQP2
P10646	TFPI	TFPI
Q7Z6M1	RABEPK	RABEPK
P41182	BCL6	BCL6
Q6P2D8	XRRA1	XRRA1
O00206	TLR4	TLR4
Q99583	MNT	MNT
Q6EBC2	IL31	IL31
Q7Z6M2	FBXO33	FBXO33
Q9BUK0	CHCHD7	CHCHD7
O14607	UTY	UTY
Q99584	S100A13	S100A13
Q7Z6M3	MILR1	MILR1
Q8IZ73	RPUSD2	RPUSD2
Q7Z6M4	MTERF4	MTERF4
Q8N1G0	ZNF687	ZNF687
O14609	XKRY	XKRY
Q155Q3	DIXDC1	DIXDC1
Q8N1G1	REXO1	REXO1
Q8N9W4	GOLGA6L2	GOLGA6L2
Q10570	CPSF1	CPSF1
P09234	SNRPC	SNRPC
Q10571	MN1	MN1
Q8N9W5	DNAAF3	DNAAF3
Q8N1G2	CMTR1	CMTR1
Q86XI2	NCAPG2	NCAPG2
Q9BUK6	MSTO1	MSTO1
P07992	ERCC1	ERCC1
Q8N9W6	BOLL	BOLL
Q8N1G4	LRRC47	LRRC47
P09237	MMP7	MMP7
O95382	MAP3K6	MAP3K6
Q8N9W8	FAM71D	FAM71D
P60891	PRPS1	PRPS1
P09238	MMP10	MMP10
Q9H4Y5	GSTO2	GSTO2
P07996	THBS1	THBS1
Q86XI6	PPP1R3B	PPP1R3B
Q08J23	NSUN2	NSUN2
Q0JRZ9	FCHO2	FCHO2
Q6IAA8	LAMTOR1	LAMTOR1
P60893	GPR85	GPR85
Q86XI8	ZSWIM9	ZSWIM9
P07998	RNASE1	RNASE1
Q09161	NCBP1	NCBP1
Q2TAL5	SMTNL2	SMTNL2
A8MYZ0	MINDY4B	MINDY4B
P32455	GBP1	GBP1
O95388	CCN4	CCN4
Q2TAL6	VWC2	VWC2
P32456	GBP2	GBP2
O95389	CCN6	CCN6
Q96ST2	IWS1	IWS1
Q9UKZ1	CNOT11	CNOT11
Q8IXP5	C11orf53	C11orf53
Q96ST3	SIN3A	SIN3A
Q2TAL8	QRICH1	QRICH1
Q9HCL0	PCDH18	PCDH18
Q7RTN6	STRADA	STRADA
O15479	MAGEB2	MAGEB2
Q9UKZ4	TENM1	TENM1
Q9Y3V2	RWDD3	RWDD3
Q8NHJ6	LILRB4	LILRB4
A8MYZ5	IQCF6	IQCF6
Q9HCL2	GPAM	GPAM
A6NJJ6	C19orf67	C19orf67
Q6UXT8	ALKAL1	ALKAL1
Q9HCL3	ZFP14	ZFP14
A8MYZ6	FOXO6	FOXO6
Q96KD3	FAM71F1	FAM71F1
Q01844	EWSR1	EWSR1
Q6UXT9	ABHD15	ABHD15
A0PK11	CLRN2	CLRN2
Q96ST8	CEP89	CEP89
Q9UKZ9	PCOLCE2	PCOLCE2
Q96C45	ULK4	ULK4
Q9P2V4	LRIT1	LRIT1
P18428	LBP	LBP
Q14469	HES1	HES1
P02786	TFRC	TFRC
P02787	TF	TF
P02788	LTF	LTF
Q4VX76	SYTL3	SYTL3
Q9NRG0	CHRAC1	CHRAC1
Q5R3I4	TTC38	TTC38
Q9NRG1	PRTFDC1	PRTFDC1
Q9NZW4	DSPP	DSPP
Q9BZG2	ACP4	ACP4
Q7Z392	TRAPPC11	TRAPPC11
Q5JS13	RALGPS1	RALGPS1
Q9NZW5	MPP6	MPP6
A1A4Y4	IRGM	IRGM
Q9NRG4	SMYD2	SMYD2
Q96AM1	MRGPRF	MRGPRF
P0CW00	TSPY8	TSPY8
O95841	ANGPTL1	ANGPTL1
P0CW01	TSPY10	TSPY10
Q9NRG7	SDR39U1	SDR39U1
Q9H1E1	RNASE7	RNASE7
Q8N6C5	IGSF1	IGSF1
Q9BZG8	DPH1	DPH1
Q53RE8	ANKRD39	ANKRD39
Q7Z398	ZNF550	ZNF550
O95843	GUCA1C	GUCA1C
Q9BR76	CORO1B	CORO1B
Q9H1E3	NUCKS1	NUCKS1
Q8N6C7	MIR7-3HG	MIR7-3HG
P24592	IGFBP6	IGFBP6
Q9NRG9	AAAS	AAAS
Q9BR77	CCDC77	CCDC77
Q8N6C8	LILRA3	LILRA3
P24593	IGFBP5	IGFBP5
Q9H1E5	TMX4	TMX4
O95847	SLC25A27	SLC25A27
Q6NUJ1	PSAPL1	PSAPL1
Q93050	ATP6V0A1	ATP6V0A1
O95848	NUDT14	NUDT14
Q6NUJ2	C11orf87	C11orf87
Q6ZMJ2	SCARA5	SCARA5
Q93052	LPP	LPP
Q9UPV0	CEP164	CEP164
Q6NUJ5	PWWP2B	PWWP2B
Q6W5P4	NPSR1	NPSR1
Q6ZMJ4	IL34	IL34
Q9UHF0	TAC3	TAC3
Q8NE62	CHDH	CHDH
Q5W0N0	C9orf57	C9orf57
Q5BIV9	SPRN	SPRN
Q8NE63	HIPK4	HIPK4
Q9UHF1	EGFL7	EGFL7
Q13144	EIF2B5	EIF2B5
Q8NE65	ZNF738	ZNF738
Q9UHF3	NAT8B	NAT8B
Q13145	BAMBI	BAMBI
Q9UPV7	PHF24	PHF24
P28482	MAPK1	MAPK1
Q9UHF4	IL20RA	IL20RA
Q00526	CDK3	CDK3
P15863	PAX1	PAX1
Q9UHF5	IL17B	IL17B
Q9UPV9	TRAK1	TRAK1
Q13148	TARDBP	TARDBP
Q14929	ZNF169	ZNF169
Q9UHF7	TRPS1	TRPS1
P49427	CDC34	CDC34
P54725	RAD23A	RAD23A
Q9BW30	TPPP3	TPPP3
P54727	RAD23B	RAD23B
Q8TCW7	ZPLD1	ZPLD1
Q9NWC5	TMEM45A	TMEM45A
Q9H6A0	DENND2D	DENND2D
Q4AC94	C2CD3	C2CD3
Q8TCW9	PROKR1	PROKR1
Q96FI4	NEIL1	NEIL1
Q96NY7	CLIC6	CLIC6
Q15796	SMAD2	SMAD2
Q96NY8	NECTIN4	NECTIN4
O14610	GNGT2	GNGT2
Q15797	SMAD1	SMAD1
Q96NY9	MUS81	MUS81
O00212	RHOD	RHOD
Q86Z14	KLB	KLB
Q99590	SCAF11	SCAF11
Q4AC99	ACCSL	ACCSL
O00213	APBB1	APBB1
O14613	CDC42EP2	CDC42EP2
O00214	LGALS8	LGALS8
Q99592	ZBTB18	ZBTB18
P23276	KEL	KEL
Q99593	TBX5	TBX5
Q5JVF3	PCID2	PCID2
Q8IZ81	ELMOD2	ELMOD2
Q99594	TEAD3	TEAD3
Q9H6A9	PCNX3	PCNX3
O00217	NDUFS8	NDUFS8
Q6P2E9	EDC4	EDC4
O14617	AP3D1	AP3D1
Q6PK04	CCDC137	CCDC137
Q99595	TIMM17A	TIMM17A
Q13601	KRR1	KRR1
O14618	CCS	CCS
Q8IZ83	ALDH16A1	ALDH16A1
Q8N9X3	LINC01356	LINC01356
O00219	HAS3	HAS3
P62136	PPP1CA	PPP1CA
Q86XJ0	CALHM3	CALHM3
Q6ZRF7	ZNF818P	ZNF818P
Q99598	TSNAX	TSNAX
Q8N9X5	TMEM75	TMEM75
Q9BUL5	PHF23	PHF23
P01920	HLA-DQB1	HLA-DQB1
Q86XJ1	GAS2L3	GAS2L3
Q9H4Z2	ZNF335	ZNF335
Q6ZRF8	RNF207	RNF207
O95390	GDF11	GDF11
O95391	SLU7	SLU7
Q9H4Z3	PCIF1	PCIF1
Q13606	OR5I1	OR5I1
A6NL26	OR5B21	OR5B21
Q9BUL8	PDCD10	PDCD10
Q13607	OR2F1	OR2F1
P14543	NID1	NID1
Q9BUL9	RPP25	RPP25
Q13608	PEX6	PEX6
O15480	MAGEB3	MAGEB3
O95393	BMP10	BMP10
O95394	PGM3	PGM3
O15481	MAGEB4	MAGEB4
Q13609	DNASE1L3	DNASE1L3
Q10586	DBP	DBP
Q8N1H7	C14orf39	C14orf39
O15482	TEX28	TEX28|TEX28P1|TEX28P2
Q10587	TEF	TEF
O95395	GCNT3	GCNT3
O95396	MOCS3	MOCS3
Q6PII3	CCDC174	CCDC174
Q10588	BST1	BST1
O95397	PLEKHA8P1	PLEKHA8P1
Q10589	BST2	BST2
O15484	CAPN5	CAPN5
O95398	RAPGEF3	RAPGEF3
P27169	PON1	PON1
Q6PII5	HAGHL	HAGHL
Q8IXQ3	C9orf40	C9orf40
O95399	UTS2	UTS2
Q6UXU4	GSG1L	GSG1L
Q8IXQ4	GPALPP1	GPALPP1
Q8IXQ5	KLHL7	KLHL7
Q8NHK3	KIR2DL5B	KIR2DL5B
Q01850	CDR2	CDR2
Q6UXU6	TMEM92	TMEM92
Q01851	POU4F1	POU4F1
Q8IXQ6	PARP9	PARP9
O15488	GYG2	GYG2
Q2TAM9	TUSC1	TUSC1
Q9HCM1	RESF1	RESF1
Q96SU4	OSBPL9	OSBPL9
P67809	YBX1	YBX1
Q9HCM2	PLXNA4	PLXNA4
Q8IXQ8	PDZD9	PDZD9
Q5T4S7	UBR4	UBR4
P18433	PTPRA	PTPRA
Q9HCM3	KIAA1549	KIAA1549
P02790	HPX	HPX
Q8IXQ9	ETFBKMT	ETFBKMT
P05813	CRYBA1	CRYBA1
Q9HCM4	EPB41L5	EPB41L5
P05814	CSN2	CSN2
Q9P2W1	PSMC3IP	PSMC3IP
P04035	HMGCR	HMGCR
P02792	FTL	FTL
Q9P2W3	GNG13	GNG13
P02794	FTH1	FTH1
Q9HCM7	FBRSL1	FBRSL1
Q96C55	ZNF524	ZNF524
P02795	MT2A	MT2A
Q9HCM9	TRIM39	TRIM39
B0I1T2	MYO1G	MYO1G
Q96KE9	BTBD6	BTBD6
Q96C57	C12orf43	C12orf43
Q9P2W6	C11orf21	C11orf21
Q9P2W7	B3GAT1	B3GAT1
P54274	TERF1	TERF1
Q9NRH1	YAE1	YAE1
Q9P2W9	STX18	STX18
Q9NRH2	SNRK	SNRK
P80511	S100A12	S100A12
Q8WVV4	POF1B	POF1B
Q9NRH3	TUBG2	TUBG2
P54277	PMS1	PMS1
Q6ZWB6	KCTD8	KCTD8
O77932	DXO	DXO
Q8WVV5	BTN2A2	BTN2A2
Q8N6D2	RNF182	RNF182
P54278	PMS2	PMS2
P06681	C2	C2
Q9BZH6	WDR11	WDR11
Q6P5Z2	PKN3	PKN3
Q30201	HFE	HFE
Q9BR84	ZNF559	ZNF559
Q9H1F0	WFDC10A	WFDC10A
Q9H9V4	RNF122	RNF122
Q8WVV9	HNRNPLL	HNRNPLL
Q8N6D5	ANKRD29	ANKRD29
Q96AN5	TMEM143	TMEM143
Q6NW29	RWDD4	RWDD4
P13224	GP1BB	GP1BB
Q496J9	SV2C	SV2C
P59942	MCCD1	MCCD1
Q5F1R6	DNAJC21	DNAJC21
Q0Z7S8	FABP9	FABP9
O95857	TSPAN13	TSPAN13
Q6NUK1	SLC25A24	SLC25A24
Q9H9V9	JMJD4	JMJD4
O95858	TSPAN15	TSPAN15
Q6ZMK1	CYHR1	CYHR1
O95859	TSPAN12	TSPAN12
Q93062	RBPMS	RBPMS
P0CW18	PRSS56	PRSS56
P58166	INHBE	INHBE
Q9UPW0	FOXJ3	FOXJ3
P32926	DSG3	DSG3
P31146	CORO1A	CORO1A
Q6NUK4	REEP3	REEP3
P0CW19	LIMS3	LIMS3
Q93063	EXT2	EXT2
P32927	CSF2RB	CSF2RB
Q13151	HNRNPA0	HNRNPA0
Q8NE71	ABCF1	ABCF1
Q56A73	SPIN4	SPIN4
Q9UHG0	DCDC2	DCDC2
P32929	CTH	CTH
Q00532	CDKL1	CDKL1
Q13153	PAK1	PAK1
L0R8F8	MIEF1	MIEF1
Q9NQG6	MIEF1	MIEF1
Q9UHG2	PCSK1N	PCSK1N
Q14934	NFATC4	NFATC4
Q00534	CDK6	CDK6
Q9UPW5	AGTPBP1	AGTPBP1
Q9UPW6	SATB2	SATB2
P35030	PRSS3	PRSS3
Q9UHG3	PCYOX1	PCYOX1
P14091	CTSE	CTSE
Q00535	CDK5	CDK5
Q13155	AIMP2	AIMP2
Q13156	RPA4	RPA4
Q96H12	MSANTD3	MSANTD3
Q00536	CDK16	CDK16
Q9UPW8	UNC13A	UNC13A
Q00537	CDK17	CDK17
Q14938	NFIX	NFIX
Q13158	FADD	FADD
P22413	ENPP1	ENPP1
B9EJG8	TMEM150C	TMEM150C
Q96H15	TIMD4	TIMD4
Q8NE79	BVES	BVES
P22415	USF1	USF1
Q8TCX1	DYNC2LI1	DYNC2LI1
Q7L099	RUFY3	RUFY3
Q96NZ1	FOXN4	FOXN4
Q66K41	ZNF385C	ZNF385C
P40337	VHL	VHL
Q96FJ0	STAMBPL1	STAMBPL1
Q8TCX5	RHPN1	RHPN1
Q8NCP5	ZBTB44	ZBTB44
Q8N300	SVBP	SVBP
P05362	ICAM1	ICAM1
Q96FJ2	DYNLL2	DYNLL2
A0A0A6YYG2	TRBV6-6	TRBV6-6
Q86Z20	CCDC125	CCDC125
Q9H6B1	ZNF385D	ZNF385D
A0A0A6YYG3	TRBV6-8	TRBV6-8
Q8N302	AGGF1	AGGF1
P23280	CA6	CA6
Q96NZ8	WFIKKN1	WFIKKN1
O00220	TNFRSF10A	TNFRSF10A
Q9NWD8	TMEM248	TMEM248
Q96NZ9	PRAP1	PRAP1
O00221	NFKBIE	NFKBIE
Q9NWD9	BEX4	BEX4
Q86Z23	C1QL4	C1QL4
O00222	GRM8	GRM8
Q9H6B4	CLMP	CLMP
P23284	PPIB	PPIB
Q5VVW2	GARNL3	GARNL3
P62140	PPP1CB	PPP1CB
Q8N307	MUC20	MUC20
Q32MQ0	ZNF750	ZNF750
Q5JVG2	ZNF484	ZNF484
O14625	CXCL11	CXCL11
C4AMC7	WASH3P	WASH3P
Q8N309	LRRC43	LRRC43
O14626	GPR171	GPR171
Q13610	PWP1	PWP1
Q9BUM1	G6PC3	G6PC3
Q9H6B9	EPHX3	EPHX3
O14627	CDX4	CDX4
O14628	ZNF195	ZNF195
Q8N1I0	DOCK4	DOCK4
Q13613	MTMR1	MTMR1
Q8N9Y4	FAM181A	FAM181A
Q5JVG8	ZNF506	ZNF506
H3BR10	SMLR1	SMLR1
Q6PK18	OGFOD3	OGFOD3
Q13614	MTMR2	MTMR2
Q8IZ96	CMTM1	CMTM1
P14550	AKR1A1	AKR1A1
Q13615	MTMR3	MTMR3
Q86XK2	FBXO11	FBXO11
Q86XK3	SFR1	SFR1
Q13616	CUL1	CUL1
Q13617	CUL2	CUL2
Q13618	CUL3	CUL3
P14555	PLA2G2A	PLA2G2A
Q13619	CUL4A	CUL4A
Q86XK7	VSIG1	VSIG1
O15492	RGS16	RGS16
P00156	MT-CYB	MT-CYB
Q6UXV0	GFRAL	GFRAL
Q8N1I8	CACTIN-AS1	CACTIN-AS1
P67812	SEC11A	SEC11A
Q7RTP0	NIPA1	NIPA1
Q6UXV1	IZUMO2	IZUMO2
A6NJL1	ZSCAN5B	ZSCAN5B
Q5T4T1	TMEM170B	TMEM170B
P50391	NPY4R	NPY4R
O15496	PLA2G10	PLA2G10
Q6PIJ6	FBXO38	FBXO38
Q6UXV4	APOOL	APOOL
Q01860	POU5F1	POU5F1
Q8IXR5	FAM178B	FAM178B
O15498	YKT6	YKT6
P18440	NAT1	NAT1
Q6VAB6	KSR2	KSR2
Q9Y3X0	CCDC9	CCDC9
P04040	CAT	CAT
Q7RTP6	MICAL3	MICAL3
O15499	GSC2	GSC2
P50395	GDI2	GDI2
Q9HCN2	TP53AIP1	TP53AIP1
Q5T4T6	SYCP2L	SYCP2L
Q96KF2	PRAC1	PRAC1
Q8NHL6	LILRB1	LILRB1
Q9HCN3	TMEM8A	TMEM8A
Q8IXR9	C12orf56	C12orf56
Q9HCN4	GPN1	GPN1
Q9P2X0	DPM3	DPM3
Q9HCN6	GP6	GP6
Q5ST30	VARS2	VARS2
Q96KF7	SMIM8	SMIM8
Q9P2X3	IMPACT	IMPACT
P23743	DGKA	DGKA
Q9HCN8	SDF2L1	SDF2L1
P04049	RAF1	RAF1
Q9NZY2	FAM30A	FAM30A
Q9P2X7	DEC1	DEC1
Q9P2X8	LINC00474	LINC00474
Q9BZI1	IRX2	IRX2
Q5R3K3	CALHM6	CALHM6
P54284	CACNB3	CACNB3
A0A286YF01	SCYGR7	SCYGR7
Q6NW34	NEPRO	NEPRO
Q9NRI5	DISC1	DISC1
P0C671	BNIP5	BNIP5
P54289	CACNA2D1	CACNA2D1
Q9BZI7	UPF3B	UPF3B
P0C672	TSPAN19	TSPAN19
Q9NRI6	PYY2	PYY2
A5A3E0	POTEF	POTEF
Q5JS37	NHLRC3	NHLRC3
P0CW20	LIMS4	LIMS4
Q86U70	LDB1	LDB1
P13232	IL7	IL7
O95861	BPNT1	BPNT1
P0CW21	SPART-AS1	SPART-AS1
Q9NRI7	PPY2P	PPY2P
O95863	SNAI1	SNAI1
P58170	OR1D5	OR1D5
P31150	GDI1	GDI1
P31151	S100A7	S100A7
P27635	RPL10	RPL10
O95864	FADS2	FADS2
P0CW23	AKAIN1	AKAIN1
P0CW24	PNMA6A	PNMA6A
P31152	MAPK4	MAPK4
O95865	DDAH2	DDAH2
P13236	CCL4	CCL4
P58173	OR2B6	OR2B6
O95866	MPIG6B	MPIG6B
P31153	MAT2A	MAT2A
Q5TZJ5	SPATA31A1	SPATA31A1
O95867	LY6G6C	LY6G6C
Q93070	ART4	ART4
O95868	LY6G6D	LY6G6D
P50851	LRBA	LRBA
P0CW27	CCDC166	CCDC166
Q9UPX0	IGSF9B	IGSF9B
Q14940	SLC9A5	SLC9A5
Q93073	SECISBP2L	SECISBP2L
Q93074	MED12	MED12
Q93075	TATDN2	TATDN2
Q13162	PRDX4	PRDX4
Q96PB1	CASD1	CASD1
Q13163	MAP2K5	MAP2K5
Q14943	KIR3DS1	KIR3DS1
Q96H20	SNF8	SNF8
P15880	RPS2	RPS2
Q13164	MAPK7	MAPK7
Q93077	HIST1H2AC	HIST1H2AC
Q9UPX6	MINAR1	MINAR1
Q7L8J4	SH3BP5L	SH3BP5L
Q8NE86	MCU	MCU
P49441	INPP1	INPP1
Q93079	HIST1H2BH	HIST1H2BH
P15882	CHN1	CHN1
Q13166	CATR1	CATR1
Q96H22	CENPN	CENPN
Q9UPX8	SHANK2	SHANK2
P15884	TCF4	TCF4
Q96PB7	OLFM3	OLFM3
Q693B1	KCTD11	KCTD11
Q96PB8	LRRC3B	LRRC3B
Q86SP6	GPR149	GPR149
Q08E93	FAM27E3	FAM27E3
Q8TCY0	SMIM11B	SMIM11B
Q9UHH9	IP6K2	IP6K2
A6NEQ0	RBMY1E	RBMY1E
P49447	CYB561	CYB561
P49448	GLUD2	GLUD2
A1XBS5	FAM92A	FAM92A
A6NEQ2	FAM181B	FAM181B
Q8NCQ2	CSNK1G2-AS1	CSNK1G2-AS1
Q8NCQ3	LINC00301	LINC00301
Q8TCY5	MRAP	MRAP
Q8NCQ5	FBXO15	FBXO15
Q8NCQ7	PROCA1	PROCA1
Q8TCY9	URGCP	URGCP
O00230	CORT	CORT
Q96FK6	WDR89	WDR89
O00231	PSMD11	PSMD11
O00232	PSMD12	PSMD12
O00233	PSMD9	PSMD9
O14633	LCE2B	LCE2B
P0DKB5	TPBGL	TPBGL
C9JXX5	C11orf94	C11orf94
Q8N9Z0	ZNF610	ZNF610
A2RTX5	TARSL2	TARSL2
P23297	S100A1	S100A1
P0DKB6	MPC1L	MPC1L
Q8N319	C6orf223	C6orf223
O00237	RNF103	RNF103
Q7Z6P3	RAB44	RAB44
Q13620	CUL4B	CUL4B
Q6MZZ7	CAPN13	CAPN13
Q9BUN1	C1orf56	C1orf56
E5RJM6	ANKRD65	ANKRD65
Q5SWH9	TMEM69	TMEM69
Q13621	SLC12A1	SLC12A1
O14638	ENPP3	ENPP3
Q8N9Z2	CCDC71L	CCDC71L
O00238	BMPR1B	BMPR1B
O14639	ABLIM1	ABLIM1
Q5VVX9	UBE2U	UBE2U
Q6ZRH7	CATSPERG	CATSPERG
